TARGET_FID,RF_Number_,RF_Median_,RF_Nationa,RF_Speed_l
45339,2,0,1,25
45340,2,0,1,25
45341,2,0,1,25
45342,2,0,1,25
45343,2,0,1,25
45344,2,0,1,25
45345,2,0,1,25
45346,2,0,1,25
45347,2,0,1,25
45348,2,0,1,25
45349,4,0,1,25
45350,4,0,1,25
45351,4,0,1,25
45352,4,0,1,25
45353,4,5,3,25
45354,2,5,3,45
45355,2,0,1,25
45356,2,0,1,25
45357,2,0,1,25
45358,2,0,1,25
45359,2,0,1,25
45360,2,0,1,25
45361,2,0,1,25
45362,2,0,1,25
45363,2,0,1,25
45364,2,0,1,25
45365,2,0,1,25
45366,2,0,1,25
45367,2,0,1,25
45368,2,0,1,25
45369,2,0,1,25
45370,2,0,1,25
45371,2,0,1,25
45372,2,0,1,25
45373,2,0,1,25
45374,2,0,1,25
45375,2,0,1,25
45376,2,0,1,25
45377,2,0,1,25
45378,2,0,1,25
45379,2,0,1,25
45380,2,0,1,25
45381,2,0,1,25
45382,2,0,1,25
45383,2,0,1,25
45384,2,0,1,25
45385,2,0,1,25
45386,2,0,1,25
45387,2,0,1,25
45388,2,0,1,25
45389,2,0,1,25
45390,2,0,1,25
45391,2,0,1,25
45392,2,0,1,25
45393,2,0,1,25
45394,2,0,1,25
45395,2,0,1,25
45396,2,0,1,25
45397,2,0,1,25
45398,2,0,1,25
45399,2,0,1,25
45401,3,0,1,25
45402,2,0,1,25
45403,2,0,1,25
45404,2,5,3,25
45405,2,0,1,25
45406,2,0,1,25
45407,2,0,1,25
45408,2,0,1,25
45409,2,0,1,25
45410,2,0,1,25
45412,2,0,1,25
45413,2,0,1,25
45414,2,0,1,25
45415,2,0,1,25
45416,2,0,1,25
45417,2,0,1,25
45418,2,0,1,25
45419,2,0,1,25
45420,2,0,1,25
45421,2,0,1,25
45422,2,0,1,25
45423,2,0,1,25
45424,2,0,1,25
45425,2,5,3,25
45428,2,0,1,25
45429,2,0,1,25
45430,2,0,1,25
45431,2,0,1,25
45432,2,0,1,25
45433,2,0,1,25
45434,2,0,1,25
45435,2,0,1,25
45436,2,0,1,25
45437,2,0,1,25
45438,2,0,1,25
45439,2,0,1,25
45440,2,0,1,25
45441,2,0,1,25
45442,2,0,1,25
45443,2,0,1,25
45444,2,0,1,25
45445,2,0,1,25
45446,2,0,1,25
45447,2,0,1,25
45448,2,0,1,25
45449,2,0,1,25
45450,2,0,1,25
45451,2,0,1,25
45452,2,0,1,25
45453,2,0,1,25
45454,2,5,3,25
45455,2,0,1,25
45456,2,0,1,25
45457,2,0,1,25
45458,2,0,1,25
45460,2,0,1,25
45461,2,0,1,25
45462,2,0,1,25
45463,2,0,1,25
45464,2,0,1,25
45465,2,0,1,25
45466,2,5,1,40
45467,2,0,1,25
45468,2,5,3,25
45469,2,5,3,45
45470,2,0,1,25
45471,2,0,1,40
45472,2,0,1,40
45474,2,5,3,40
45482,2,5,3,40
45492,2,5,3,45
45493,2,5,3,45
45494,2,5,3,45
45495,2,5,3,45
45496,2,5,3,45
45497,2,5,3,45
45498,2,5,3,45
45499,1,5,3,45
45500,2,5,3,45
45502,2,5,3,45
45503,2,5,3,45
45504,2,5,3,45
45505,2,5,3,45
45506,2,5,3,45
45507,2,5,3,45
45508,2,5,3,45
45510,2,5,3,45
45511,2,5,3,45
45512,2,5,3,45
45513,2,5,3,45
45515,2,0,3,25
45516,2,0,1,25
45517,2,0,1,25
45518,2,0,1,25
45519,2,0,1,25
45520,2,0,1,25
45521,2,0,1,25
45522,2,5,3,25
45523,2,0,3,25
45524,2,0,1,25
45525,2,0,1,25
45526,2,0,1,25
45527,2,0,1,25
45528,2,0,1,25
45529,2,0,1,25
45530,2,0,1,25
45531,3,0,1,25
45532,3,0,1,25
45533,1,5,3,45
45537,2,0,1,40
45538,2,0,1,40
45539,1,5,3,40
45540,2,0,1,25
45541,2,0,1,25
45542,3,0,1,25
45543,2,0,1,25
45544,2,5,3,40
45545,2,0,1,40
45546,2,0,1,40
45547,2,0,1,40
45548,2,0,1,40
45549,2,0,1,40
45550,2,0,1,40
45551,2,5,3,40
45552,2,0,1,25
45553,2,0,1,45
45554,2,0,1,45
45555,2,0,1,25
45556,2,0,1,25
45557,2,0,1,45
45558,2,0,1,25
45559,2,0,1,25
45560,2,0,1,25
45561,2,0,1,25
45562,2,0,1,25
45563,2,0,1,25
45564,2,5,3,45
45565,2,5,3,45
45566,2,0,1,45
45567,2,0,1,25
45568,2,0,1,25
45569,2,0,1,40
45570,2,0,1,40
45571,2,0,1,40
45573,2,0,1,40
45574,2,0,1,25
45575,2,0,1,25
45576,2,0,1,25
45577,2,0,1,25
45578,2,0,1,25
45579,2,0,1,40
45580,3,0,1,25
45581,2,0,1,25
45582,2,0,1,40
45583,2,0,1,40
45584,2,0,1,25
45585,3,0,1,25
45586,2,0,1,25
45587,2,0,1,25
45588,2,0,1,25
45589,2,0,1,25
45590,2,0,1,25
45591,2,0,1,25
45592,2,0,1,25
45593,2,0,1,25
45594,2,0,1,25
45595,2,0,1,25
45596,2,0,1,25
45597,2,0,1,25
45598,2,0,1,25
45599,2,0,1,25
45600,2,0,1,25
45601,2,0,1,25
45602,2,0,1,25
45603,2,0,1,25
45604,2,0,1,25
45605,2,0,1,25
45606,2,0,1,25
45607,2,0,1,45
45608,2,0,1,45
45609,2,0,1,25
45610,1,0,1,45
45611,2,0,1,25
45612,2,0,1,25
45613,2,0,1,25
45614,2,0,1,25
45615,2,0,1,25
45616,2,0,1,25
45617,2,0,1,40
45618,2,0,1,25
45619,2,0,1,25
45620,2,0,1,25
45621,2,5,3,40
45622,2,0,1,25
45623,2,0,1,25
45624,2,0,1,25
45625,2,0,1,25
45626,2,0,1,25
45628,2,0,1,45
45629,2,0,1,25
45630,2,0,1,25
45631,3,0,1,25
45632,2,0,1,25
45633,2,0,1,25
45634,2,0,1,25
45635,2,0,1,25
45636,2,0,1,25
45637,2,0,1,25
45638,2,0,1,25
45639,2,0,1,25
45640,2,0,1,25
45641,2,0,1,25
45642,2,0,1,25
45643,2,0,1,25
45644,2,0,1,25
45645,2,0,1,25
45646,2,5,3,45
45647,2,0,1,25
45648,2,0,1,25
45649,2,0,1,25
45650,2,0,1,25
45651,2,0,1,25
45652,2,5,3,25
45653,2,0,3,45
45654,2,0,1,25
45681,2,0,1,25
45682,2,0,1,25
45683,2,5,3,25
45684,2,0,1,25
45685,2,0,1,25
45686,2,0,1,25
45687,2,0,1,25
45688,2,0,1,25
45689,2,5,3,45
45690,2,0,1,25
45691,2,0,1,25
45692,2,0,1,25
45693,2,0,1,25
45694,2,0,1,25
45695,2,0,1,25
45696,2,0,1,25
45697,2,0,1,25
45698,2,0,1,25
45699,2,0,1,25
45700,2,0,1,25
45701,2,0,1,25
45703,3,5,3,25
45704,3,0,1,25
45705,2,5,3,45
45706,2,5,3,25
45707,2,0,1,25
45708,2,0,1,25
45709,2,0,1,25
45710,2,0,1,25
45711,2,0,1,25
45712,3,0,1,25
45713,3,0,1,25
45715,2,0,1,25
45716,2,5,3,40
45718,2,0,1,25
45719,2,0,1,25
45720,2,0,1,25
45721,2,0,1,25
45724,2,0,3,25
45725,2,0,1,25
45726,2,0,1,25
45727,2,0,1,25
45728,2,0,3,25
45729,2,0,1,25
45730,2,0,1,25
45731,2,0,1,25
45732,2,0,1,25
45733,2,0,1,25
45734,2,0,1,25
45735,2,0,1,25
45736,2,0,1,25
45737,2,0,1,25
45738,2,0,1,25
45739,2,0,1,25
45740,2,0,1,25
45741,2,0,3,25
45742,2,0,3,40
45743,2,0,1,45
45744,2,5,3,45
45745,2,5,3,45
45746,2,5,3,45
45747,2,5,3,45
45748,2,5,3,40
45749,2,5,3,40
45750,2,5,3,40
45751,2,5,3,45
45752,2,5,3,45
45753,2,5,3,45
45754,2,5,3,45
45755,2,5,3,45
45756,2,5,3,45
45757,2,0,1,40
45758,2,5,3,40
45759,2,0,1,35
45760,2,0,1,40
45761,2,5,3,40
45762,2,5,3,45
45763,2,5,3,45
45764,2,0,1,25
45765,2,0,3,25
45766,2,0,1,25
45767,2,0,1,25
45768,2,0,1,25
45769,2,0,1,25
45770,2,0,1,25
45773,2,0,1,25
45774,2,0,1,25
45775,2,0,1,25
45776,2,0,3,25
45777,2,0,1,25
45778,2,0,1,25
45779,2,0,1,25
45780,2,0,1,25
45781,2,0,1,25
45782,1,0,1,25
45783,1,0,1,25
45784,2,0,1,25
45785,2,0,1,25
45787,2,0,3,25
45788,2,0,1,25
45789,2,0,1,25
45790,2,0,1,25
45791,2,0,3,25
45792,2,0,1,25
45795,2,0,1,25
45796,1,5,3,45
45797,2,5,3,25
45798,2,5,3,25
45799,1,5,3,45
45803,2,0,1,25
45804,2,0,1,25
45805,2,5,4,55
45806,2,5,4,35
45807,2,5,4,45
45808,2,5,4,55
45809,2,5,4,25
45810,2,5,4,55
45811,2,5,4,55
45812,2,5,4,55
45813,2,5,1,45
45814,2,5,1,45
45815,2,5,4,55
45816,2,5,4,55
45817,2,5,4,55
45818,2,5,4,55
45819,2,5,4,55
45820,2,5,4,45
45821,2,5,4,35
45822,2,0,1,25
45823,2,0,1,25
45824,2,5,3,45
45825,2,5,3,35
45826,2,5,3,35
45827,2,5,3,35
45828,2,0,1,35
45836,2,5,3,35
45837,2,5,3,35
45838,2,5,3,25
45839,2,5,3,35
45840,3,5,3,35
45853,2,5,3,35
45854,2,5,4,55
45855,2,0,1,25
45856,2,0,3,50
45857,2,5,3,50
45858,2,5,3,45
45859,2,0,3,45
45860,2,5,3,25
45861,2,5,3,45
45862,2,5,3,45
45863,1,5,3,45
45867,1,5,3,45
45868,1,5,3,45
45869,2,0,3,45
45870,2,5,3,45
45871,2,5,3,50
45872,2,5,3,50
45873,2,0,3,50
45874,2,5,3,50
45875,2,5,3,25
45876,2,5,3,45
45877,1,0,3,45
45878,2,0,3,45
45879,2,5,3,45
45880,1,5,3,45
45882,2,5,3,45
45883,2,0,1,25
45884,1,0,1,50
45885,2,0,1,25
45886,1,0,1,45
45887,2,0,1,25
45888,1,0,1,50
45889,2,0,1,45
45890,2,0,1,25
45891,2,0,1,25
45892,2,0,1,25
45893,2,0,1,45
45894,2,0,1,45
45895,2,0,1,45
45896,2,0,3,35
45897,2,5,3,45
45898,2,5,3,45
45899,2,5,3,45
45900,2,5,3,45
45901,2,5,3,45
45904,2,0,1,45
45905,2,0,1,25
45906,2,0,1,25
45907,2,0,1,25
45908,2,0,1,25
45909,2,0,1,25
45910,2,0,1,25
45911,2,0,1,25
45912,2,0,1,25
45913,2,0,1,25
45914,2,0,1,25
45915,2,0,1,25
45916,2,0,1,25
45917,2,0,1,25
45918,2,0,1,25
45919,2,0,1,25
45920,2,0,1,25
45921,2,0,1,25
45922,2,0,1,25
45923,2,0,1,25
45924,2,0,1,25
45925,2,0,1,25
45926,2,0,1,35
45927,2,0,1,25
45931,2,5,3,35
45932,2,0,1,35
45934,2,0,1,35
45935,2,0,1,35
45937,2,0,1,35
45938,2,0,1,35
45939,2,0,1,35
45940,2,0,1,35
45941,2,0,1,35
45942,2,0,1,35
45943,2,0,1,45
45944,2,0,1,45
45945,2,0,1,35
45946,2,0,1,35
45947,1,5,3,45
45948,2,5,3,45
45949,2,5,3,45
45950,2,0,1,55
45951,2,0,1,55
45952,2,0,1,55
45953,2,0,1,55
45954,2,0,1,35
45955,2,0,1,25
45956,2,0,1,25
45957,2,0,1,25
45958,2,0,1,25
45959,2,0,1,35
45960,2,0,1,35
45961,2,0,1,35
45962,2,0,1,35
45963,2,0,1,35
45964,2,0,1,35
45965,2,5,3,35
45966,2,0,3,35
45967,2,0,1,35
45968,2,0,1,35
45969,2,0,1,35
45970,2,0,1,35
45971,2,0,1,45
45973,2,0,1,45
45974,2,0,1,45
45975,2,5,3,45
45976,2,0,1,25
45977,2,0,1,25
45978,2,0,1,55
45979,2,0,1,55
45980,2,0,1,25
45981,2,0,1,25
45982,2,0,1,55
45983,2,0,1,55
45984,2,0,1,25
45985,2,0,1,45
45986,2,5,3,45
45987,2,5,3,45
45988,2,5,3,45
45989,2,5,3,45
45990,2,5,3,45
45991,2,0,1,25
45992,2,0,1,25
45993,2,0,1,45
45994,2,0,1,45
45995,2,0,1,45
45996,2,0,1,45
45997,2,0,1,45
45998,2,0,1,45
45999,2,0,1,45
46000,2,0,1,45
46001,2,0,1,45
46002,2,0,1,45
46003,2,0,1,45
46004,2,0,1,25
46005,2,0,1,25
46006,2,0,1,25
46007,2,0,1,45
46008,2,0,1,45
46009,2,0,1,45
46010,2,0,1,25
46011,2,0,1,45
46012,2,0,1,45
46013,2,0,1,45
46014,2,0,1,45
46015,2,0,1,45
46016,2,0,1,45
46017,2,0,1,45
46018,2,0,1,45
46019,2,0,1,45
46020,2,0,1,45
46021,2,0,1,45
46022,2,0,1,45
46023,2,0,1,45
46024,1,5,3,45
46025,2,5,4,55
46026,2,5,4,55
46027,2,0,1,25
46028,2,0,1,25
46029,2,0,1,25
46030,2,0,1,25
46031,2,0,1,25
46032,2,0,1,25
46033,2,0,1,25
46034,2,0,1,25
46035,2,0,1,25
46036,2,0,1,25
46037,2,0,1,35
46038,2,0,1,35
46039,2,0,1,25
46040,2,0,1,25
46041,2,0,1,25
46042,2,0,1,35
46043,2,0,1,35
46044,2,0,1,25
46045,2,0,1,25
46046,2,0,1,35
46047,2,0,1,25
46048,2,0,1,25
46049,2,0,1,25
46050,2,0,1,25
46051,2,0,1,25
46052,2,0,1,25
46053,2,0,1,25
46054,2,0,1,25
46055,2,0,1,25
46056,2,0,1,25
46057,2,0,1,25
46058,2,0,1,25
46059,2,0,1,25
46060,2,0,1,25
46061,2,0,1,25
46062,2,0,1,25
46063,2,0,1,55
46064,2,0,1,55
46065,2,0,1,55
46066,2,0,1,25
46067,2,0,1,25
46068,2,0,1,25
46069,2,0,1,25
46070,2,0,1,25
46071,2,0,1,25
46072,2,0,1,55
46073,2,0,1,55
46074,2,0,1,55
46075,2,0,1,55
46076,2,0,1,55
46077,2,0,1,25
46078,2,0,1,25
46079,2,0,1,25
46080,2,0,1,25
46081,2,0,1,25
46082,2,0,1,25
46083,2,0,1,25
46084,2,0,1,25
46085,2,0,1,45
46086,2,0,1,45
46087,2,0,1,25
46088,2,0,1,25
46089,2,5,3,40
46090,2,0,1,25
46092,2,0,1,55
46093,2,0,1,55
46094,2,0,1,45
46095,2,5,3,45
46096,2,5,3,45
46097,2,0,1,50
46098,2,5,3,50
46099,2,0,1,50
46100,2,5,3,50
46101,2,5,3,50
46102,2,0,1,45
46103,1,0,1,45
46104,1,0,1,45
46106,2,0,1,45
46107,2,0,1,45
46108,2,0,1,45
46109,2,0,1,45
46110,2,0,1,45
46111,2,0,1,25
46112,2,0,1,25
46113,2,0,1,25
46114,2,0,1,25
46115,2,0,1,25
46116,2,0,1,25
46117,2,0,1,25
46118,2,0,1,25
46119,2,0,1,25
46120,2,0,1,25
46121,2,0,1,25
46122,2,0,1,55
46123,2,0,1,35
46124,2,0,1,35
46125,2,0,1,45
46126,2,5,3,45
46127,2,0,1,45
46128,2,0,1,45
46129,2,0,1,45
46130,2,0,1,25
46131,2,0,1,25
46132,2,0,1,25
46133,2,0,1,25
46134,2,0,1,25
46135,2,0,1,25
46136,2,0,1,25
46137,1,5,3,50
46138,2,0,1,25
46139,2,0,1,25
46140,2,0,1,25
46141,2,0,1,25
46142,1,0,1,25
46143,2,0,1,25
46144,2,0,1,45
46145,1,5,3,45
46146,1,0,1,25
46147,2,0,1,25
46148,2,0,1,25
46150,2,0,1,25
46151,2,0,1,25
46152,2,0,1,25
46153,2,0,1,25
46154,2,0,1,25
46155,2,0,1,25
46156,2,0,1,25
46157,2,0,1,25
46158,2,0,1,25
46159,2,0,1,25
46160,2,0,1,25
46161,2,0,1,25
46162,2,0,1,55
46163,2,0,1,25
46164,2,0,1,55
46165,2,0,1,55
46166,2,0,1,25
46167,2,0,1,25
46168,2,0,1,25
46169,2,0,1,25
46170,2,0,1,25
46171,2,0,1,25
46172,2,0,1,25
46173,2,0,1,25
46175,2,0,1,25
46176,2,0,1,25
46177,2,0,1,25
46178,2,0,1,25
46179,2,0,1,25
46180,2,0,1,25
46181,2,0,1,55
46182,2,0,1,55
46183,2,0,1,55
46184,2,0,1,55
46185,2,0,1,25
46186,2,0,1,25
46187,2,0,1,25
46188,2,0,1,25
46189,2,0,1,25
46190,2,0,1,25
46191,2,0,1,55
46192,2,0,1,25
46193,2,0,1,25
46194,2,0,1,25
46195,2,0,1,25
46198,2,0,3,25
46199,2,0,1,25
46200,2,0,1,25
46201,2,0,1,25
46224,2,0,1,25
46225,2,0,1,25
46226,2,0,1,25
46227,2,0,1,25
46228,2,0,1,25
46229,2,0,1,25
46230,2,0,1,25
46231,2,0,1,25
46232,2,0,1,25
46233,2,5,3,35
46234,2,5,3,35
46235,2,0,1,25
46236,2,0,1,25
46237,2,0,1,25
46238,2,0,1,25
46239,2,0,1,25
46240,2,5,3,25
46241,2,0,1,25
46242,2,0,1,45
46243,1,0,1,45
46244,1,0,1,45
46245,2,0,1,25
46246,1,0,1,25
46247,1,0,3,25
46248,2,5,3,50
46249,2,5,4,55
46250,2,0,1,25
46251,2,0,1,25
46252,2,0,1,25
46253,2,0,1,25
46254,2,5,3,25
46255,2,0,1,25
46256,2,0,1,25
46257,2,0,1,25
46258,2,0,1,25
46260,2,5,3,45
46261,2,5,3,45
46262,2,5,3,25
46263,2,5,3,45
46264,2,5,3,45
46265,2,5,3,45
46266,2,5,3,45
46267,2,0,3,45
46268,2,5,3,45
46269,2,5,3,45
46270,2,5,3,25
46271,2,5,3,45
46272,2,5,3,55
46275,2,0,3,45
46276,2,5,3,45
46277,2,5,3,45
46278,2,5,3,45
46280,2,0,1,25
46281,2,0,1,25
46282,2,0,1,25
46283,2,5,3,45
46284,2,5,3,45
46285,2,5,3,25
46286,2,0,1,25
46287,2,5,3,45
46288,2,5,3,45
46289,1,5,3,25
46290,2,0,1,25
46291,2,0,1,25
46292,2,0,1,25
46293,2,0,1,25
46294,2,0,1,25
46295,2,0,1,25
46296,2,0,1,25
46297,2,0,1,25
46298,2,0,3,50
46299,2,0,0,25
46300,2,0,0,25
46301,2,0,2,25
46302,2,0,2,25
46303,2,0,2,25
46304,2,0,2,25
46305,2,0,2,25
46306,2,0,2,25
46307,2,5,2,25
46308,2,5,2,25
46309,3,5,2,25
46316,2,0,1,25
46317,2,0,1,25
46318,2,0,1,25
46319,2,0,2,25
46320,2,0,1,25
46321,2,0,1,25
46322,2,0,1,25
46323,2,0,1,25
46324,2,0,1,25
46325,2,0,1,25
46326,2,0,1,25
46327,2,0,1,25
46328,2,5,4,25
46330,2,0,1,25
46331,2,0,1,25
46332,2,0,1,25
46333,2,0,1,25
46334,2,0,1,25
46335,2,0,1,25
46336,2,0,1,25
46337,2,0,1,25
46338,2,5,3,25
46340,2,0,1,25
46341,2,0,1,25
46342,2,0,1,25
46344,2,0,3,25
46345,2,0,1,25
46346,2,0,1,25
46347,2,0,1,25
46348,2,0,1,25
46349,2,0,1,25
46350,2,0,1,25
46351,2,0,1,25
46352,2,0,1,25
46353,2,0,1,25
46354,2,0,1,25
46355,2,0,1,25
46356,2,0,1,25
46357,2,0,1,25
46358,2,0,1,25
46359,2,0,1,25
46360,2,0,1,25
46361,2,0,1,25
46362,2,0,1,25
46363,2,0,1,25
46364,2,0,1,25
46365,2,0,1,25
46366,1,3,4,25
46367,1,0,1,25
46368,2,0,1,25
46371,2,0,1,25
46372,2,0,1,25
46373,2,0,2,25
46374,2,0,1,25
46375,2,0,1,25
46376,2,0,1,25
46377,2,0,1,25
46378,2,0,1,25
46379,2,0,1,25
46380,2,0,1,25
46381,2,0,1,25
46382,2,0,1,25
46383,2,0,1,25
46384,2,0,1,25
46385,2,0,1,25
46386,2,0,1,25
46389,2,5,4,55
46390,2,3,4,50
46391,2,3,4,55
46392,2,3,4,55
46393,2,5,4,25
46394,3,5,4,55
46395,2,5,4,55
46398,2,3,4,55
46399,2,0,1,25
46400,2,0,1,25
46401,2,0,1,25
46402,2,0,1,25
46403,2,0,1,25
46404,2,0,1,25
46405,2,0,1,25
46406,2,0,1,25
46408,2,0,1,25
46410,2,0,2,25
46411,2,0,1,25
46412,2,0,1,25
46413,2,0,1,25
46414,2,0,1,25
46439,2,0,1,25
46441,2,0,1,25
46442,2,0,1,25
46443,2,0,1,25
46444,2,0,1,25
46445,2,0,1,25
46449,2,5,4,55
46450,3,3,4,55
46451,2,5,3,50
46452,2,5,3,50
46453,2,5,3,50
46455,2,0,3,50
46456,2,5,3,50
46457,2,5,3,50
46458,2,5,3,50
46460,2,0,1,25
46462,2,0,1,25
46463,2,0,1,25
46465,2,0,1,25
46466,2,0,1,25
46474,2,0,1,45
46475,2,0,1,25
46476,2,0,1,25
46479,2,0,1,25
46480,2,0,1,25
46481,2,0,1,25
46482,2,5,3,45
46483,2,5,3,45
46484,2,5,3,45
46485,2,0,1,45
46486,2,0,1,45
46487,2,0,1,25
46488,2,0,1,25
46489,2,0,1,45
46490,2,0,1,45
46493,2,5,4,45
46497,2,0,1,45
46498,2,0,1,45
46499,2,0,1,45
46500,2,0,1,45
46501,2,0,1,45
46502,2,0,1,45
46503,2,0,1,45
46504,2,0,1,45
46505,2,0,1,45
46506,2,0,1,45
46509,2,0,1,45
46510,2,0,1,45
46511,2,0,1,45
46512,2,0,1,45
46513,2,0,1,45
46514,2,0,1,45
46515,2,0,1,45
46516,2,0,1,45
46517,2,0,1,45
46520,2,0,1,25
46521,2,0,1,25
46522,2,0,1,25
46523,2,0,1,25
46524,2,0,1,25
46525,2,0,1,25
46528,2,0,1,45
46529,2,0,1,45
46530,2,0,1,45
46531,2,0,1,45
46534,2,0,1,45
46535,2,0,1,25
46536,2,0,1,25
46537,2,0,1,55
46538,2,0,1,55
46539,2,0,1,55
46540,2,0,1,55
46541,2,0,1,25
46542,2,0,1,25
46543,2,0,1,25
46544,2,0,1,25
46545,2,0,1,25
46546,2,0,1,25
46547,2,0,1,45
46548,2,0,1,55
46549,2,0,1,45
46550,2,0,1,45
46555,2,0,1,45
46556,2,0,1,45
46557,2,0,1,25
46558,2,0,1,25
46559,2,0,1,25
46560,2,0,1,45
46561,2,0,1,45
46562,2,0,1,25
46563,2,0,1,25
46564,2,0,1,25
46565,2,5,3,45
46566,2,0,1,55
46567,2,0,1,45
46568,2,0,1,45
46569,2,0,1,45
46570,2,0,1,55
46571,2,0,1,55
46572,2,0,1,25
46573,2,0,1,45
46574,2,0,1,45
46575,2,0,1,25
46576,2,0,1,45
46577,2,0,1,45
46578,2,0,1,45
46579,2,0,1,45
46580,2,0,1,45
46581,2,0,1,45
46582,2,5,2,25
46583,2,0,1,25
46584,2,0,1,25
46585,2,0,1,25
46586,2,0,1,25
46587,2,0,1,25
46588,2,0,1,25
46589,2,0,1,25
46590,2,0,1,25
46592,2,0,1,25
46593,2,0,1,25
46594,2,0,1,45
46595,2,0,1,45
46598,2,0,1,25
46599,2,0,1,25
46600,2,0,1,25
46603,2,0,1,45
46604,2,0,1,45
46605,2,0,1,25
46606,2,0,1,45
46607,2,0,1,45
46608,2,0,1,45
46609,2,0,1,45
46610,2,0,1,45
46611,2,0,1,45
46612,2,0,1,45
46613,2,0,1,45
46614,2,0,1,25
46615,2,0,1,25
46616,2,0,1,55
46617,2,0,1,55
46618,2,0,1,45
46619,2,0,1,45
46620,2,0,1,55
46621,2,0,1,55
46622,2,0,1,25
46623,2,0,1,25
46624,2,0,1,25
46625,2,0,1,25
46626,2,0,1,25
46627,2,0,1,25
46629,2,0,1,25
46630,2,0,1,25
46631,2,0,1,25
46632,2,0,1,25
46633,2,0,1,45
46634,2,0,1,45
46635,2,0,1,25
46636,2,0,1,25
46637,2,0,1,25
46638,2,0,1,25
46639,2,0,1,25
46640,2,0,1,25
46641,2,0,1,45
46642,2,5,3,50
46643,2,0,1,50
46644,2,0,1,25
46645,2,0,1,25
46646,2,0,1,25
46647,2,0,1,25
46648,2,0,0,25
46649,2,0,1,25
46651,2,5,1,55
46673,2,0,1,25
46674,2,0,1,25
46675,2,0,1,25
46676,2,0,1,25
46677,2,0,1,25
46678,2,0,1,25
46679,2,0,1,25
46680,2,0,1,25
46683,2,0,1,25
46684,3,5,3,25
46685,2,0,1,25
46686,2,0,1,25
46687,2,0,1,25
46688,2,0,1,25
46689,2,0,1,25
46690,2,0,1,25
46691,2,0,1,25
46692,2,0,1,25
46693,2,5,3,25
46694,2,0,1,25
46695,2,0,1,25
46696,2,0,1,25
46697,2,0,1,25
46698,2,0,1,25
46699,2,0,1,25
46700,2,0,1,25
46701,2,0,1,25
46702,2,0,1,25
46704,2,0,1,25
46705,2,0,1,25
46729,1,0,1,25
46730,2,0,1,25
46731,2,0,1,25
46732,2,0,1,25
46733,2,0,1,25
46734,2,0,1,25
46735,1,0,3,25
46737,2,0,1,25
46738,2,0,1,25
46739,2,0,1,25
46744,2,0,1,25
46745,2,0,1,25
46746,2,0,1,25
46747,2,0,1,25
46748,2,0,1,25
46749,2,0,1,25
46750,2,0,1,25
46751,2,0,1,25
46752,2,0,1,25
46753,2,0,1,25
46754,2,0,1,25
46755,2,0,1,25
46756,2,0,1,25
46757,2,0,1,25
46758,2,0,1,25
46759,2,0,1,25
46760,2,0,1,25
46761,2,0,1,25
46762,2,0,1,25
46763,3,5,3,25
46764,1,0,1,25
46765,1,0,1,25
46766,1,0,1,25
46767,1,0,1,25
46768,2,0,1,25
46769,2,0,1,25
46770,2,0,1,25
46771,2,0,1,25
46772,2,0,1,25
46773,2,0,1,25
46774,2,0,1,25
46775,2,0,1,25
46776,2,0,1,25
46777,2,0,3,25
46778,2,0,1,25
46779,2,5,3,25
46780,2,5,3,45
46781,2,5,3,25
46782,2,0,1,25
46783,2,5,3,25
46784,2,0,1,25
46785,2,0,1,25
46786,2,0,1,25
46787,2,0,1,25
46788,2,0,1,25
46789,2,5,3,45
46790,2,5,3,25
46791,2,0,1,25
46792,2,0,1,25
46793,2,0,1,25
46794,2,0,1,25
46795,2,0,1,25
46796,2,0,1,25
46797,2,0,1,25
46798,2,0,1,25
46799,1,5,3,45
46800,2,0,1,25
46801,2,0,1,25
46802,2,0,1,25
46803,2,0,1,25
46804,2,0,3,45
46805,2,0,1,25
46806,1,0,1,25
46811,2,0,1,25
46812,2,0,1,25
46813,2,0,1,25
46814,2,0,1,25
46815,2,0,1,25
46816,2,0,1,25
46817,2,0,1,25
46818,2,0,1,25
46819,2,0,1,25
46820,2,0,1,25
46821,2,0,1,25
46822,2,0,1,25
46823,2,0,1,25
46824,2,0,1,25
46825,2,0,1,25
46826,2,0,3,25
46827,2,0,1,25
46828,2,0,1,25
46829,2,0,1,25
46830,2,5,3,45
46831,2,5,3,25
46832,2,0,1,25
46833,2,0,1,25
46834,2,0,1,25
46835,2,0,1,25
46836,2,0,1,25
46837,2,0,1,25
46838,2,0,1,25
46839,2,0,1,25
46840,2,0,1,25
46841,2,0,1,25
46842,2,0,1,25
46843,2,0,1,25
46844,2,0,1,25
46845,2,0,1,25
46846,2,0,1,25
46847,2,0,1,25
46848,2,0,1,25
46849,2,0,1,25
46850,2,0,1,25
46851,2,0,1,25
46852,2,0,1,25
46853,2,0,1,25
46854,2,0,1,25
46855,2,0,1,25
46856,2,0,1,25
46857,2,0,1,25
46858,2,0,1,25
46859,2,0,1,25
46860,2,0,1,25
46861,2,0,1,25
46862,2,0,1,25
46863,2,0,1,25
46864,2,0,1,25
46865,2,0,1,25
46893,2,5,3,45
46895,2,0,1,25
46899,2,0,1,25
46900,2,0,1,25
46901,2,0,1,25
46902,2,0,1,25
46903,2,0,1,25
46904,2,0,1,25
46905,2,0,1,25
46906,2,0,1,25
46907,2,0,1,25
46908,2,0,1,25
