TARGET_FID,RF_Number_,RF_Median_,RF_Nationa,RF_Speed_l
9374,2,0,2,25
9375,2,0,1,55
9376,2,0,1,25
9377,2,0,1,25
9378,2,0,1,25
9379,2,0,1,55
9380,2,0,1,25
9381,2,0,1,25
9382,2,0,1,25
9383,2,0,2,55
9384,2,0,2,50
9385,2,0,0,25
9386,2,0,1,25
9387,2,0,0,25
9388,2,0,0,25
9389,2,0,0,25
9390,2,0,0,25
9391,2,0,0,25
9392,2,0,0,25
9393,2,0,0,25
9394,2,0,0,25
9395,2,0,0,25
9396,2,0,0,25
9397,2,0,1,25
9398,2,0,3,55
9399,2,0,0,25
9400,2,0,0,25
9401,2,0,1,35
9402,2,0,2,25
9403,2,0,1,25
9404,2,0,2,50
9405,2,0,2,50
9406,2,0,2,50
9407,2,0,2,50
9408,2,0,1,50
9409,2,0,0,25
9410,2,0,0,25
9411,3,0,0,50
9412,2,5,2,50
9413,2,0,2,50
9414,2,0,2,50
9415,2,0,2,50
9416,2,0,2,50
9417,2,0,2,50
9418,2,1,2,50
9419,3,0,0,50
9420,2,0,1,25
9421,2,0,2,25
9422,2,0,2,25
9423,2,0,2,25
9424,2,0,2,25
9425,2,0,2,25
9426,2,0,2,25
9427,2,0,2,25
9428,2,0,1,45
9429,2,0,2,45
9432,2,0,2,45
9433,2,0,2,45
9434,2,0,2,25
9435,2,0,2,45
9438,2,0,3,35
9439,2,0,3,35
9440,2,0,3,35
9441,2,0,3,35
9442,2,0,3,35
9443,2,0,3,35
9444,2,0,2,55
9445,2,0,2,25
9446,3,0,2,25
9447,3,0,2,45
9448,3,0,2,25
9449,3,0,2,45
9450,2,0,0,25
9451,2,0,0,25
9452,2,0,3,25
9453,2,0,3,55
9454,2,0,3,55
9455,2,0,3,55
9456,2,0,3,55
9457,2,0,3,55
9458,2,0,2,55
9459,2,0,2,55
9460,2,0,2,55
9461,2,0,2,55
9462,2,0,0,25
9463,2,0,0,25
9464,2,0,0,25
9465,2,0,0,25
9467,2,0,0,25
9468,2,0,0,25
9469,2,0,0,25
9470,2,0,0,25
9471,2,0,0,25
9472,2,0,0,25
9473,2,0,0,25
9474,2,0,0,25
9475,2,0,0,25
9476,2,0,0,25
9477,2,0,0,25
9478,2,0,0,25
9479,2,0,0,25
9480,2,0,0,25
9481,2,0,0,25
9482,2,0,0,25
9483,2,0,1,25
9484,2,0,0,25
9485,2,0,0,25
9486,2,0,0,50
9487,2,0,0,50
9488,2,0,0,50
9489,2,0,0,50
9490,2,0,0,50
9491,2,0,0,50
9492,2,0,0,25
9493,2,0,0,25
9494,2,0,0,25
9495,2,0,0,25
9496,2,0,0,25
9497,2,0,0,25
9498,2,0,0,25
9499,2,0,0,55
9500,2,0,0,55
9501,2,0,0,55
9502,2,0,0,55
9503,2,0,0,25
9504,2,0,0,25
9505,2,0,0,25
9506,2,0,0,25
9507,2,0,0,25
9508,2,0,0,25
9509,2,0,0,25
9510,2,0,0,25
9511,2,0,0,25
9512,2,0,0,25
9513,2,0,0,25
9514,2,0,0,25
9515,2,0,0,25
9516,2,0,0,25
9517,2,0,0,25
9518,2,0,0,50
9519,2,0,0,50
9520,2,0,0,50
9521,2,0,0,50
9522,2,0,0,50
9523,2,0,2,50
9524,2,0,2,50
9525,2,0,2,50
9526,2,0,2,50
9527,2,0,1,25
9528,2,0,0,25
9529,2,0,0,25
9530,2,0,0,25
9531,2,0,1,25
9532,2,0,1,25
9533,2,0,0,50
9534,2,0,0,50
9535,2,0,0,50
9536,2,0,0,50
9537,2,0,0,50
9538,2,0,0,50
9539,2,0,0,50
9540,2,0,0,50
9541,2,0,0,50
9542,2,0,0,50
9543,2,0,0,50
9544,2,0,0,50
9545,2,0,0,50
9546,2,0,1,25
9547,2,0,1,25
9548,2,0,1,25
9549,2,0,1,25
9550,2,0,1,25
9551,2,0,1,25
9552,2,0,1,25
9553,2,0,0,25
9554,2,0,0,25
9555,2,0,0,25
9556,2,0,0,25
9557,2,0,0,25
9558,2,0,0,25
9559,2,0,0,25
9560,2,0,0,25
9561,2,0,0,25
9562,2,0,0,25
9563,2,0,0,25
9564,2,0,0,25
9565,2,0,0,25
9566,2,0,0,25
9567,2,0,0,25
9568,2,0,0,25
9569,2,0,1,25
9570,2,0,2,25
9571,2,0,2,25
9572,2,0,2,25
9573,2,0,1,25
9574,2,0,2,25
9575,2,5,2,25
9576,2,5,2,25
9577,2,0,1,25
9578,2,0,3,25
9579,2,0,0,25
9580,2,0,0,25
9581,2,0,1,25
9582,2,0,1,25
9583,2,0,1,25
9584,2,0,1,25
9585,2,0,1,25
9586,2,0,1,25
9587,2,0,1,25
9588,2,0,1,25
9589,2,0,1,25
9590,2,0,1,25
9591,2,0,0,25
9592,2,5,2,25
9593,2,5,2,25
9594,2,5,2,25
9595,2,5,2,50
9596,2,5,2,25
9597,1,0,2,25
9598,2,0,1,25
9599,2,0,1,25
9600,2,0,1,25
9601,2,0,0,25
9602,2,0,1,25
9603,2,0,0,25
9604,2,0,0,25
9605,2,0,0,25
9606,2,0,0,25
9607,2,0,0,25
9608,2,0,0,25
9609,2,0,0,25
9610,2,0,0,25
9611,2,0,0,25
9612,2,0,0,25
9613,2,0,0,25
9614,2,0,0,25
9615,2,0,0,25
9616,2,0,0,25
9617,2,0,0,25
9618,2,0,0,25
9619,2,0,0,25
9620,2,0,0,25
9621,2,0,0,25
9622,2,0,0,25
9623,2,0,0,25
9624,2,0,0,25
9625,2,0,0,25
9626,2,0,0,25
9627,2,0,0,25
9628,2,0,2,25
9629,2,0,0,25
9630,2,0,0,25
9631,2,0,0,25
9632,2,0,3,25
9633,2,0,0,25
9634,2,0,0,25
9635,2,0,0,25
9636,2,0,0,25
9637,2,0,0,25
9638,2,0,3,25
9639,2,0,0,25
9640,2,0,0,25
9641,2,0,0,25
9642,2,0,0,25
9643,2,0,0,25
9644,2,0,2,25
9645,3,0,2,25
9646,2,0,0,25
9647,2,0,0,25
9648,2,0,0,25
9649,2,0,0,25
9650,2,0,0,50
9651,2,0,0,50
9652,2,0,0,25
9653,2,0,0,25
9654,2,0,0,25
9655,2,0,0,25
9656,2,0,0,25
9657,2,5,3,50
9658,2,5,1,50
9659,2,5,3,50
9660,2,5,3,50
9661,2,5,2,25
9662,1,5,3,50
9663,2,0,3,50
9664,2,0,2,55
9665,2,0,2,55
9666,2,0,2,55
9667,2,1,2,55
9668,2,0,0,55
9669,2,0,2,55
9670,2,0,3,55
9671,2,0,3,55
9672,2,0,2,55
9673,2,0,2,55
9674,2,0,2,55
9675,2,0,2,55
9676,2,0,2,55
9677,2,0,2,55
9678,2,0,0,25
9679,2,0,0,25
9680,2,0,0,25
9681,2,0,0,25
9682,2,0,0,25
9683,2,0,0,25
9684,2,0,0,25
9685,2,0,0,25
9686,2,0,0,25
9687,2,0,1,25
9688,2,0,3,25
9689,2,0,1,25
9690,2,0,0,50
9691,2,0,3,50
9692,2,0,2,50
9693,2,0,2,55
9694,2,0,2,55
9695,2,0,0,25
9696,2,0,0,25
9697,2,0,0,25
9698,2,5,3,45
9699,2,5,3,45
9700,2,0,3,45
9701,2,0,3,45
9702,2,0,3,45
9703,2,5,3,45
9704,2,0,3,50
9705,3,0,3,45
9706,2,5,3,45
9707,2,5,3,45
9708,2,0,0,25
9709,2,0,0,55
9710,2,0,0,55
9711,2,0,0,55
9712,2,0,0,55
9713,2,0,0,55
9714,2,0,0,55
9715,2,0,0,25
9719,2,0,0,25
9720,2,0,2,25
9721,2,3,0,25
9722,2,3,0,25
9723,2,3,0,25
9724,2,3,0,25
9725,2,0,0,25
9726,2,0,0,25
9727,2,0,0,50
9728,2,0,0,50
9729,2,0,0,50
9730,2,0,1,50
9731,2,0,1,50
9732,2,0,1,50
9733,2,0,1,50
9734,2,0,0,25
9735,2,0,0,25
9736,2,0,2,55
9737,2,0,2,55
9738,2,0,2,55
9739,2,0,0,50
9740,2,0,0,50
9741,2,0,0,50
9742,2,0,2,50
9743,2,0,0,50
9744,2,0,0,50
9745,2,0,2,50
9746,2,0,0,25
9747,2,0,0,25
9748,2,0,0,25
9749,2,0,0,25
9750,2,0,0,25
9751,2,0,0,25
9752,2,0,3,25
9753,2,0,0,25
9754,2,0,1,25
9755,2,0,1,25
9776,2,0,1,25
9777,2,0,0,25
9778,2,0,0,25
9779,2,0,0,25
9781,2,0,1,25
9784,2,0,3,45
9785,2,5,3,40
9786,3,0,2,45
9787,3,0,2,45
9788,3,0,2,45
9790,2,5,3,40
9791,2,5,3,45
9792,2,0,2,45
9793,2,0,2,45
9794,2,0,3,45
9795,2,0,1,25
9796,2,0,1,25
9797,2,0,1,25
9798,2,0,3,25
9799,2,0,3,45
9800,3,0,3,25
9801,2,0,1,25
9802,2,0,1,25
9803,2,0,1,25
9804,2,0,1,25
9805,2,0,1,25
9806,2,0,1,25
9807,2,0,1,25
9808,2,0,1,25
9809,2,0,1,25
9810,2,5,3,25
9811,2,5,3,45
9812,2,0,1,25
9813,2,5,4,25
9814,2,0,1,25
9815,2,0,1,25
9816,2,0,1,40
9817,2,5,4,40
9818,2,0,1,25
9819,2,0,1,25
9820,2,0,1,25
9821,2,0,1,25
9822,2,0,1,25
9823,2,0,1,25
9824,2,0,1,25
9825,2,0,1,25
9826,2,5,3,45
9827,2,5,3,45
9828,2,5,3,45
9829,2,5,3,40
9830,2,5,3,45
9831,2,5,3,45
9832,2,5,3,45
9833,2,5,3,45
9834,2,5,3,45
9835,2,5,3,45
9836,2,5,3,45
9837,2,5,3,45
9838,2,5,3,45
9839,2,5,3,45
9840,2,5,3,45
9841,2,5,3,45
9842,2,5,3,45
9843,2,5,3,45
9844,2,5,3,45
9845,2,5,3,25
9846,2,5,3,45
9847,2,5,3,45
9848,2,5,3,45
9849,2,5,3,45
9850,2,5,3,45
9851,2,5,3,45
9852,1,0,3,35
9862,2,0,1,25
9863,2,0,1,25
9864,2,0,1,25
9865,3,0,2,25
9866,2,0,0,50
9867,2,0,0,50
9868,2,0,1,25
9869,2,0,1,25
9870,2,0,1,25
9871,2,5,4,25
9872,2,5,4,40
9873,2,5,4,40
9874,2,0,4,25
9876,2,0,1,45
9877,2,5,3,45
9878,2,5,3,45
9879,2,5,3,45
9880,2,5,3,45
9881,2,0,0,50
9882,2,5,3,45
9883,2,5,3,25
9884,2,0,1,25
9885,2,0,4,40
9886,3,0,1,40
9887,3,0,1,40
9888,3,0,1,40
9889,3,0,3,40
9890,7,0,1,60
9891,2,0,1,60
9892,2,0,1,60
9893,7,0,1,25
9894,2,0,1,25
9895,7,0,1,25
9896,7,0,1,25
9897,7,0,1,25
9898,2,0,1,45
9899,2,0,1,45
9900,2,0,1,45
9901,2,0,1,45
9902,7,0,1,25
9903,7,0,1,25
9904,7,0,1,25
9905,7,0,1,25
9906,7,0,1,25
9907,2,0,1,25
9908,2,0,1,45
9909,2,0,1,45
9910,7,0,1,25
9911,7,0,1,25
9912,7,0,1,25
9913,2,0,1,45
9914,2,0,1,45
9915,2,0,1,45
9916,7,0,1,25
9917,7,0,1,25
9918,2,0,1,25
9919,2,0,1,25
9920,3,0,2,45
9921,2,0,1,45
9922,2,0,1,45
9923,7,0,1,25
9924,7,0,1,25
9925,7,0,1,25
9926,7,0,1,25
9927,2,0,1,45
9928,2,0,1,60
9929,2,0,1,60
9930,2,0,1,60
9931,2,0,1,60
9932,7,0,1,25
9933,7,0,1,25
9934,2,0,1,45
9935,2,0,1,25
9936,7,0,1,25
9937,7,0,1,25
9938,7,0,1,25
9939,7,0,1,25
9940,7,0,1,25
9941,2,0,1,25
9942,2,0,1,45
9943,7,0,1,25
9944,7,0,1,25
9945,2,0,2,45
9946,2,0,1,45
9947,2,0,1,45
9948,2,0,1,45
9949,2,0,1,45
9950,2,0,1,45
9951,2,0,1,45
9952,2,0,1,45
9953,2,0,1,25
9954,2,0,1,25
9955,2,0,1,25
9956,2,0,1,25
9957,7,0,1,25
9958,7,0,1,25
9959,7,0,1,25
9960,2,0,1,45
9961,2,0,1,45
9962,2,0,1,45
9963,2,0,1,60
9964,2,0,1,25
9965,2,0,1,25
9966,2,0,1,60
9967,2,0,1,45
9968,2,0,1,45
9969,2,0,1,45
9970,2,0,1,45
9971,3,0,2,45
9972,2,0,1,60
9973,2,0,1,25
9974,2,0,1,25
9975,2,0,1,60
9976,2,0,1,45
9977,2,0,1,60
9978,2,0,1,60
9979,2,0,1,60
9980,2,0,1,45
9981,2,0,1,45
9982,2,0,1,25
9983,7,0,1,25
9984,7,0,1,25
9985,7,0,1,25
9986,7,0,1,25
9987,2,0,1,45
9988,2,0,1,45
9989,3,0,2,45
9990,2,0,1,45
9991,2,0,1,45
9992,2,0,1,60
9993,2,0,1,60
9994,2,0,1,60
9995,2,0,1,25
9996,2,0,1,25
9997,2,0,1,25
9998,2,0,1,25
9999,2,0,1,25
10000,2,0,1,25
10001,2,0,1,25
10002,2,0,1,25
10003,2,0,1,25
10004,2,0,1,25
10005,2,0,1,25
10006,2,0,1,25
10007,2,0,1,25
10008,2,0,1,25
10009,2,0,1,25
10010,2,0,1,25
10011,2,0,1,25
10012,2,0,1,45
10013,2,0,1,25
10014,2,0,1,25
10015,2,0,1,45
10016,2,0,1,45
10018,2,0,1,25
10019,2,0,1,25
10020,2,0,1,25
10021,2,0,1,25
10022,2,0,1,25
10023,2,0,1,45
10024,2,0,1,45
10025,2,0,1,65
10026,2,0,1,65
10027,2,0,1,45
10030,2,0,1,25
10031,2,0,1,25
10032,2,0,1,45
10033,2,0,1,45
10034,2,0,4,40
10035,2,0,1,25
10036,2,0,2,45
10037,2,0,1,45
10038,2,0,2,45
10039,2,5,3,45
10040,2,0,1,45
10041,2,5,3,45
10042,2,0,1,45
10043,2,0,1,25
10044,3,0,2,45
10045,2,0,3,45
10046,2,0,1,45
10047,2,5,3,45
10049,2,0,1,25
10051,2,0,1,25
10052,3,0,2,45
10053,3,0,2,45
10054,2,5,4,40
10055,2,5,4,40
10056,2,5,4,40
10057,2,5,4,40
10058,2,5,4,40
10059,2,5,4,40
10060,3,5,4,40
10061,3,5,4,40
10062,1,0,1,25
10063,2,0,3,25
10064,2,5,3,25
10065,2,0,1,25
10066,2,0,1,25
10071,1,5,2,45
10072,2,5,2,45
10073,1,5,2,45
10074,2,1,2,45
10075,2,0,2,45
10076,2,0,2,45
10077,2,0,2,45
10078,3,1,2,45
10079,1,1,2,45
10080,1,5,2,45
10081,2,5,2,25
10082,1,5,2,45
10083,2,0,2,45
10084,1,1,2,45
10085,1,1,2,45
10086,2,0,2,45
10087,2,0,1,50
10088,2,0,1,50
10089,2,0,2,45
10090,2,0,2,55
10091,3,0,2,55
10092,2,0,2,55
10093,2,0,1,25
10094,2,0,1,25
10095,2,0,1,25
10096,2,0,1,25
10097,2,0,1,25
10098,2,0,1,25
10099,2,0,1,25
10100,2,0,1,25
10101,2,0,1,25
10102,2,0,1,25
10103,2,0,1,25
10104,1,0,1,25
10105,2,5,2,25
10106,2,5,2,45
10107,2,5,2,45
10108,1,5,2,25
10109,3,0,1,25
10110,3,0,1,25
10111,2,0,1,25
10112,2,0,1,25
10113,2,0,1,25
10114,2,0,1,25
10115,2,0,1,25
10118,2,0,1,25
10119,2,0,1,25
10120,2,0,1,25
10121,2,5,3,45
10122,3,5,3,40
10123,3,5,3,40
10124,2,5,3,45
10125,2,1,3,40
10126,2,5,3,40
10127,2,1,3,40
10128,2,1,3,40
10129,1,5,3,40
10130,1,5,3,40
10131,3,5,3,40
10132,3,5,3,40
10133,2,0,3,40
10134,2,0,3,40
10135,3,5,3,40
10136,2,5,3,40
10137,3,5,3,40
10138,2,5,3,40
10139,2,5,3,40
10140,2,0,3,40
10141,2,0,3,40
10142,2,1,3,40
10143,2,0,3,40
10144,2,0,1,25
10145,2,0,1,25
10146,2,0,1,25
10147,2,0,1,25
10148,2,0,1,25
10149,2,0,1,25
10150,2,0,1,25
10151,2,0,1,25
10152,2,0,1,25
10153,2,0,1,25
10154,2,0,1,25
10155,2,0,1,25
10156,2,0,1,25
10157,2,0,1,25
10158,2,0,1,25
10159,2,0,1,25
10160,2,0,0,50
10161,3,0,1,25
10162,2,0,1,45
10163,3,0,1,25
10164,2,5,3,45
10165,2,5,3,25
10166,2,0,1,25
10167,2,0,1,25
10168,3,0,1,25
10169,3,0,1,25
10170,3,5,3,25
10171,3,0,1,25
10172,3,0,1,25
10173,1,0,1,25
10174,3,0,1,25
10175,3,0,1,25
10176,3,0,1,25
10177,3,0,1,25
10178,3,0,1,25
10179,3,0,1,25
10180,3,0,1,25
10181,3,0,1,25
10182,2,0,1,25
10183,2,0,1,25
10184,2,0,1,25
10185,2,0,1,25
10186,2,0,1,25
10187,2,0,1,25
10188,2,0,1,25
10189,2,5,3,45
10190,2,5,3,25
10191,2,0,1,25
10192,2,0,1,25
10193,2,0,1,25
10194,2,0,1,25
10195,2,5,3,25
10196,2,0,1,25
10197,2,0,1,25
10198,2,0,1,25
10199,2,0,1,25
10200,2,0,1,25
10201,2,0,1,25
10202,3,0,3,25
10203,2,0,1,25
10204,2,0,1,25
10205,2,0,1,25
10206,2,0,1,25
10207,2,0,1,25
10208,2,0,1,25
10209,2,0,1,25
10210,2,0,1,25
10211,2,0,1,25
10212,2,0,1,25
10213,2,0,1,25
10214,2,0,1,25
10215,2,0,1,25
10216,2,0,2,25
10217,2,0,1,25
10218,2,0,1,25
10219,2,0,1,25
10220,2,0,1,25
10221,2,0,1,25
10222,2,0,1,25
10223,2,0,1,25
10224,2,0,1,25
10225,2,0,1,25
10226,2,0,1,25
10227,2,5,3,45
10228,2,5,3,45
10229,2,5,3,45
10231,2,5,3,45
10232,2,0,1,25
10233,2,5,3,45
10235,2,0,1,45
10236,2,0,1,45
10237,2,5,2,45
10238,2,0,1,45
10239,2,0,1,45
10240,2,5,3,45
10241,2,5,3,45
10242,1,5,3,45
10243,2,5,3,25
10244,3,5,2,45
10245,2,0,2,55
10246,2,1,2,45
10247,2,5,2,45
10248,3,5,2,45
10249,2,0,1,25
10250,2,0,1,25
10251,2,0,1,25
10252,2,0,1,25
10253,2,0,1,25
10254,2,0,1,25
10255,2,0,1,25
10256,2,0,1,25
10257,2,0,1,25
10258,2,0,1,25
10259,2,0,1,25
10260,2,0,2,45
10261,2,0,1,25
10262,2,0,1,25
10263,2,0,1,25
10264,2,0,1,25
10265,2,0,1,25
10266,2,0,1,25
10267,2,0,1,25
10268,2,0,1,25
10275,3,0,2,45
10279,2,5,4,45
10280,2,5,4,45
10281,2,5,4,45
10282,3,5,4,45
10283,3,5,2,45
10284,3,5,2,45
10285,2,5,3,40
10286,2,0,4,45
10287,2,5,4,45
10288,2,5,4,25
10289,2,5,4,40
10290,2,5,4,25
10291,2,0,4,45
10292,3,5,4,45
10293,3,5,4,45
10294,2,5,4,45
10295,2,5,4,45
10296,2,5,4,45
10297,3,5,3,45
10298,2,5,4,45
10299,2,5,4,45
10300,3,5,2,45
10301,2,0,1,45
10302,3,5,2,45
10303,2,5,4,45
10304,2,0,4,45
10305,2,5,1,45
10306,2,5,4,45
10307,2,5,4,45
10308,2,5,4,45
10309,3,5,4,45
10310,2,5,4,45
10311,2,0,1,45
10312,2,5,4,45
10313,2,5,4,45
10314,2,5,4,45
10315,2,0,0,50
10316,2,0,2,50
10318,2,0,1,25
10319,2,0,1,25
10320,2,0,1,25
10321,2,0,1,25
10322,2,0,1,25
10323,2,0,1,25
10324,2,0,1,25
10325,2,0,1,25
10326,2,0,1,25
10327,2,0,1,25
10328,2,0,1,25
10332,2,0,1,25
10333,2,0,1,25
10334,2,0,1,25
10335,2,0,1,25
10336,2,0,1,25
10337,2,0,1,25
10338,2,0,1,25
10339,2,0,1,25
10340,2,0,1,25
10341,2,0,1,25
10342,2,0,1,25
10343,2,0,1,25
10344,2,0,1,25
10345,2,0,1,25
10346,2,0,1,25
10347,2,0,1,25
10348,2,0,1,25
10349,2,0,1,25
10350,2,0,1,25
10351,2,0,1,25
10352,2,0,1,25
10353,2,0,1,25
10354,2,0,1,25
10355,2,0,1,25
10356,2,0,1,25
10357,3,0,1,25
10358,2,0,1,25
10359,2,0,1,25
10360,2,0,1,25
10361,2,0,1,25
10362,2,0,1,25
10363,2,0,1,25
10364,2,0,1,25
10365,2,0,1,25
10366,2,0,1,25
10367,2,0,1,25
10368,2,0,1,25
10369,2,0,1,25
10370,2,0,1,25
10371,3,0,1,25
10372,3,0,1,25
10373,2,0,1,25
10374,2,0,1,40
10375,3,5,3,40
10376,3,5,3,40
10377,2,0,1,40
10378,2,0,1,45
10379,2,0,1,40
10381,2,0,1,25
10382,2,0,1,25
10383,2,0,1,25
10384,2,0,1,25
10385,2,0,1,25
10386,2,0,1,25
10387,2,0,1,25
10388,2,0,1,25
10389,3,0,1,25
10390,2,0,1,25
10391,2,0,1,25
10392,2,0,1,25
10393,2,0,1,45
10394,2,0,1,25
10395,2,0,1,25
10396,2,0,1,25
10397,2,0,1,45
10398,2,0,1,45
10399,2,0,1,25
10400,2,0,1,45
10401,2,0,1,45
10402,2,0,1,25
10403,2,0,1,25
10404,2,0,1,45
10405,2,0,1,25
10406,2,0,1,25
10407,3,0,1,25
10409,3,0,1,25
10410,2,0,1,25
10411,2,0,1,25
10412,3,0,1,25
10413,2,0,1,25
10414,2,0,1,45
10415,2,0,1,25
10416,2,0,1,25
10417,2,0,1,25
10418,2,0,1,25
10419,2,0,1,25
10420,2,0,1,25
10421,2,0,1,25
10422,2,0,1,25
10423,2,0,1,25
10424,2,0,1,25
10425,2,0,1,25
10426,3,0,1,25
10427,2,0,1,25
10428,2,0,1,25
10429,2,0,1,25
10430,2,0,1,25
10431,2,0,1,25
10432,2,0,1,25
10433,2,0,1,25
10434,2,0,1,25
10435,2,0,1,25
10436,2,0,1,25
10437,2,0,1,25
10438,2,0,1,25
10439,2,0,1,25
10440,2,0,1,25
10441,2,0,1,25
10442,3,0,1,25
10443,2,0,1,25
10444,2,0,1,25
10445,2,0,1,25
10446,2,0,1,25
10447,2,0,1,25
10448,2,0,1,25
10449,2,0,1,25
10450,2,0,1,25
10451,2,0,1,25
10452,2,0,1,25
10453,2,0,1,25
10454,2,0,1,25
10455,2,0,1,25
10456,2,0,1,25
10457,3,0,1,25
10458,3,0,1,25
10459,2,0,1,25
10460,2,0,1,25
10461,2,0,1,25
10462,2,0,1,25
10463,2,0,1,25
10464,2,0,1,25
10465,2,0,1,25
10466,2,0,1,25
10467,5,0,1,25
10468,2,0,1,25
10469,2,0,1,25
10470,2,0,1,45
10471,3,0,1,25
10472,2,0,1,45
10473,2,0,1,45
10474,2,0,1,25
10475,2,0,1,45
10476,2,0,1,45
10477,2,0,1,45
10478,2,0,1,45
10479,2,0,1,25
10480,2,0,1,45
10481,2,0,1,25
10482,3,0,1,25
10483,2,0,1,25
10484,2,0,1,25
10485,2,0,1,25
10486,2,0,1,25
10487,2,0,1,25
10488,2,0,1,25
10489,2,0,1,45
10490,2,0,1,25
10491,2,0,1,25
10492,3,0,1,25
10493,2,0,1,25
10494,2,0,1,45
10495,2,0,1,25
10496,2,0,1,25
10497,2,0,1,25
10498,3,0,1,25
10499,2,0,1,25
10500,2,0,1,25
10501,3,0,1,25
10502,2,0,1,65
10503,3,0,1,25
10504,2,0,1,25
10505,2,0,1,25
10506,2,0,1,25
10507,2,0,1,25
10508,2,0,1,25
10509,2,0,1,25
10510,2,0,1,25
10511,2,0,1,25
10512,3,0,1,25
10513,2,0,1,25
10514,2,0,1,25
10515,2,0,1,65
10516,2,0,1,65
10517,2,0,1,65
10518,2,0,1,25
10519,2,0,1,25
10520,2,0,1,25
10521,2,0,1,25
10522,2,0,1,25
10523,5,0,1,25
10524,2,0,1,25
10525,3,0,1,25
10526,3,0,1,25
10527,3,0,1,25
10528,3,0,1,25
10529,3,0,1,25
10530,2,0,1,45
10531,2,0,1,45
10532,2,0,1,25
10533,3,0,1,25
10534,2,0,1,45
10535,2,0,1,25
10536,2,0,1,25
10537,3,0,1,25
10538,2,0,1,25
10539,2,0,1,25
10540,2,0,1,25
10542,2,0,1,45
10543,2,0,1,25
10544,2,0,1,25
10545,2,0,1,45
10546,2,0,1,45
10547,2,0,1,45
10548,2,0,1,25
10549,2,0,1,45
10550,2,0,1,45
10551,3,0,1,25
10552,3,0,1,25
10553,2,0,1,40
10554,2,0,1,40
10555,2,0,1,40
10556,2,0,1,40
10557,2,0,1,40
10558,2,0,1,40
10559,2,0,1,40
10560,2,0,1,40
10561,2,0,1,40
10562,2,0,1,40
10563,2,0,1,65
10564,2,0,1,65
10565,2,0,1,65
10566,2,0,1,65
10567,2,0,1,40
10568,2,0,1,65
10569,2,0,1,40
10570,2,0,1,40
10571,2,0,1,40
10572,2,0,1,40
10573,2,0,1,65
10574,2,0,1,65
10575,2,0,1,40
10576,2,0,1,65
10577,2,0,1,65
10578,2,0,1,40
10579,2,0,1,40
10580,2,0,1,40
10581,2,0,1,25
10582,2,0,1,25
10583,2,0,1,25
10584,2,0,1,25
10585,2,0,1,25
10586,2,0,1,25
10587,2,0,1,25
10588,2,0,1,25
10589,2,0,1,25
10590,2,0,1,25
10591,2,0,1,25
10592,2,0,0,50
10593,2,0,1,50
10594,2,0,1,50
10596,2,0,1,25
10597,2,0,1,45
10598,2,0,1,45
10599,2,0,1,25
10600,2,0,1,25
10601,2,0,1,25
10602,2,0,1,25
10603,2,0,1,25
10604,2,0,1,25
10605,2,0,1,25
10606,2,0,1,25
10607,2,0,1,25
10608,2,0,1,25
10609,2,0,1,25
10610,2,0,1,45
10611,2,0,1,45
10614,2,0,1,25
10615,2,0,1,25
10616,2,0,1,25
10617,2,0,1,25
10618,2,0,1,25
10619,3,1,2,45
10620,2,0,1,25
10621,2,0,1,25
10622,2,0,1,25
10623,2,0,1,25
10624,2,0,1,25
10625,2,0,1,25
10626,2,0,1,65
10627,2,0,2,55
10629,2,0,0,50
10630,2,0,2,45
10632,2,0,0,50
10633,2,0,1,25
10634,2,0,1,25
10635,2,0,1,25
10636,2,0,1,25
10637,2,0,1,25
10638,3,0,1,25
10639,3,0,1,25
10640,3,5,1,25
10641,3,5,3,25
10642,3,5,3,25
10643,3,0,1,25
10644,3,0,1,25
10645,3,0,1,25
10646,3,0,2,25
10647,3,0,2,25
10648,3,0,2,45
10649,3,0,2,25
10650,3,0,1,45
10651,3,0,1,25
10652,3,0,1,45
10653,3,0,2,25
10654,3,0,2,45
10655,2,0,1,25
10656,2,0,1,25
10657,2,0,1,25
10658,1,0,1,25
10659,2,0,1,25
10660,2,0,1,25
10661,1,0,1,25
10662,2,0,1,25
10663,2,0,1,25
10664,2,0,1,25
10665,2,0,0,50
10666,1,5,2,45
10668,3,0,1,25
10669,2,5,4,45
10670,3,0,1,25
10671,3,0,1,25
10672,2,0,4,45
10673,2,0,1,25
10674,3,5,4,25
10675,5,0,1,25
10676,5,0,1,25
10677,3,0,1,25
10678,2,0,1,25
10680,2,0,1,25
10681,2,0,1,25
10682,2,0,1,25
10683,2,0,1,25
10684,2,0,1,25
10685,2,0,1,25
10686,2,0,1,25
10687,2,0,1,25
10688,2,0,1,25
10689,2,0,1,25
10690,3,0,1,25
10691,3,0,1,25
10692,3,0,1,25
10693,3,0,1,25
10694,2,0,1,25
10695,3,0,1,25
10696,3,5,4,25
10697,3,0,1,25
10698,3,0,1,25
10699,3,0,1,25
10700,2,0,4,25
10701,2,0,1,25
10702,2,0,1,25
10703,2,0,1,25
10704,2,0,1,25
10705,2,0,1,25
10706,2,0,1,25
10707,2,0,1,25
10708,2,0,1,25
10709,2,5,4,25
10710,2,5,4,40
10711,2,5,4,25
10712,2,0,1,25
10713,2,0,1,25
10714,2,0,1,25
10715,2,0,1,25
10716,2,0,1,25
10717,2,0,2,25
10718,2,0,1,25
10719,2,0,1,25
10720,2,0,1,25
