TARGET_FID,Ac_Unpr,E8_Svc,D3A,D3BAO,D5CEI,RF_Number_,RF_Speed_l
0,7080.839132,132,5.282956897,1.644313965,0.706861989,2,55
1,7080.839132,132,5.282956897,1.644313965,0.706861989,2,45
2,7080.839132,132,5.282956897,1.644313965,0.706861989,2,45
3,7080.839132,132,5.282956897,1.644313965,0.706861989,2,45
4,7080.839132,132,5.282956897,1.644313965,0.706861989,2,45
5,7080.839132,132,5.282956897,1.644313965,0.706861989,2,45
6,7080.839132,132,5.282956897,1.644313965,0.706861989,2,45
7,7080.839132,132,5.282956897,1.644313965,0.706861989,2,45
8,7080.839132,132,5.282956897,1.644313965,0.706861989,2,45
9,261.55615,34,19.9632745,2.358009325,0.652186364,2,45
10,7080.839132,132,5.282956897,1.644313965,0.706861989,2,55
11,7080.839132,132,5.282956897,1.644313965,0.706861989,2,55
12,7080.839132,132,5.282956897,1.644313965,0.706861989,2,45
13,7080.839132,132,5.282956897,1.644313965,0.706861989,2,50
14,7080.839132,132,5.282956897,1.644313965,0.706861989,2,55
15,261.55615,34,19.9632745,2.358009325,0.652186364,2,45
16,7080.839132,132,5.282956897,1.644313965,0.706861989,2,50
17,7080.839132,132,5.282956897,1.644313965,0.706861989,2,50
18,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
19,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
20,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
21,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
22,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
23,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
24,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
25,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
26,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
27,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
28,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
29,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
30,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
31,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
32,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
33,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
34,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
35,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
36,7080.839132,132,5.282956897,1.644313965,0.706861989,2,35
37,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
38,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
39,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
40,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
41,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
42,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
43,855.27979,58,8.289536873,0.747562675,0.696993061,2,50
44,4912.06167,796,5.799668007,3.961419428,0.723075229,2,55
45,4912.06167,796,5.799668007,3.961419428,0.723075229,2,55
46,4912.06167,796,5.799668007,3.961419428,0.723075229,2,55
47,4912.06167,796,5.799668007,3.961419428,0.723075229,2,50
48,4912.06167,796,5.799668007,3.961419428,0.723075229,2,50
49,855.27979,58,8.289536873,0.747562675,0.696993061,2,50
50,4912.06167,796,5.799668007,3.961419428,0.723075229,2,55
51,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
52,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
53,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
54,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
55,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
56,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
57,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
58,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
59,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
60,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
61,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
62,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
63,7080.839132,132,5.282956897,1.644313965,0.706861989,3,25
64,7080.839132,132,5.282956897,1.644313965,0.706861989,3,25
65,7080.839132,132,5.282956897,1.644313965,0.706861989,2,50
66,7080.839132,132,5.282956897,1.644313965,0.706861989,2,50
67,7080.839132,132,5.282956897,1.644313965,0.706861989,2,50
68,855.27979,58,8.289536873,0.747562675,0.696993061,2,50
69,7080.839132,132,5.282956897,1.644313965,0.706861989,2,50
70,7080.839132,132,5.282956897,1.644313965,0.706861989,2,50
71,301.66949,5,17.27561623,0,0.581605904,2,45
72,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
73,7080.839132,132,5.282956897,1.644313965,0.706861989,3,25
74,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
75,301.66949,5,17.27561623,0,0.581605904,2,45
76,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
77,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
78,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
79,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
80,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
81,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
82,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
83,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
84,7080.839132,132,5.282956897,1.644313965,0.706861989,2,50
85,7080.839132,132,5.282956897,1.644313965,0.706861989,2,50
86,855.27979,58,8.289536873,0.747562675,0.696993061,2,50
87,7080.839132,132,5.282956897,1.644313965,0.706861989,2,50
88,7080.839132,132,5.282956897,1.644313965,0.706861989,2,50
89,7080.839132,132,5.282956897,1.644313965,0.706861989,2,50
90,7080.839132,132,5.282956897,1.644313965,0.706861989,2,50
91,855.27979,58,8.289536873,0.747562675,0.696993061,2,45
92,7080.839132,132,5.282956897,1.644313965,0.706861989,2,50
93,7080.839132,132,5.282956897,1.644313965,0.706861989,2,45
94,7080.839132,132,5.282956897,1.644313965,0.706861989,2,45
95,7080.839132,132,5.282956897,1.644313965,0.706861989,2,45
96,7080.839132,132,5.282956897,1.644313965,0.706861989,2,45
97,7080.839132,132,5.282956897,1.644313965,0.706861989,3,45
98,7080.839132,132,5.282956897,1.644313965,0.706861989,2,45
99,7080.839132,132,5.282956897,1.644313965,0.706861989,2,45
100,7080.839132,132,5.282956897,1.644313965,0.706861989,2,45
101,303.29667,48,19.32182315,0,0.706245181,2,45
102,7080.839132,132,5.282956897,1.644313965,0.706861989,1,45
103,7080.839132,132,5.282956897,1.644313965,0.706861989,2,45
104,227.3787019,79,20.79198996,0,0.737173698,2,45
105,7080.839132,132,5.282956897,1.644313965,0.706861989,2,45
106,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
107,7080.839132,132,5.282956897,1.644313965,0.706861989,2,45
108,7080.839132,132,5.282956897,1.644313965,0.706861989,2,45
109,7080.839132,132,5.282956897,1.644313965,0.706861989,2,45
110,7080.839132,132,5.282956897,1.644313965,0.706861989,2,45
111,7080.839132,132,5.282956897,1.644313965,0.706861989,2,45
112,7080.839132,132,5.282956897,1.644313965,0.706861989,2,45
113,7080.839132,132,5.282956897,1.644313965,0.706861989,1,45
114,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
115,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
116,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
117,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
118,303.29667,48,19.32182315,0,0.706245181,2,45
119,7080.839132,132,5.282956897,1.644313965,0.706861989,3,35
120,7080.839132,132,5.282956897,1.644313965,0.706861989,3,35
121,7080.839132,132,5.282956897,1.644313965,0.706861989,3,35
122,7080.839132,132,5.282956897,1.644313965,0.706861989,3,35
123,7080.839132,132,5.282956897,1.644313965,0.706861989,3,35
124,7080.839132,132,5.282956897,1.644313965,0.706861989,3,35
125,7080.839132,132,5.282956897,1.644313965,0.706861989,3,35
126,7080.839132,132,5.282956897,1.644313965,0.706861989,3,35
127,7080.839132,132,5.282956897,1.644313965,0.706861989,3,35
128,7080.839132,132,5.282956897,1.644313965,0.706861989,3,35
129,7080.839132,132,5.282956897,1.644313965,0.706861989,3,35
130,7080.839132,132,5.282956897,1.644313965,0.706861989,3,35
131,7080.839132,132,5.282956897,1.644313965,0.706861989,3,35
132,7080.839132,132,5.282956897,1.644313965,0.706861989,1,25
133,7080.839132,132,5.282956897,1.644313965,0.706861989,1,25
134,7080.839132,132,5.282956897,1.644313965,0.706861989,3,25
135,7080.839132,132,5.282956897,1.644313965,0.706861989,3,25
136,7080.839132,132,5.282956897,1.644313965,0.706861989,3,25
137,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
138,303.29667,48,19.32182315,0,0.706245181,3,45
139,7080.839132,132,5.282956897,1.644313965,0.706861989,3,25
140,7080.839132,132,5.282956897,1.644313965,0.706861989,3,25
141,7080.839132,132,5.282956897,1.644313965,0.706861989,3,25
142,7080.839132,132,5.282956897,1.644313965,0.706861989,3,25
143,7080.839132,132,5.282956897,1.644313965,0.706861989,3,25
144,301.66949,5,17.27561623,0,0.581605904,2,45
145,301.66949,5,17.27561623,0,0.581605904,2,45
146,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
147,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
148,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
149,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
150,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
151,7080.839132,132,5.282956897,1.644313965,0.706861989,2,50
152,7080.839132,132,5.282956897,1.644313965,0.706861989,2,50
153,61525.66424,96,2.249101214,0.551314649,0.550258839,2,50
154,61525.66424,96,2.249101214,0.551314649,0.550258839,2,50
155,7080.839132,132,5.282956897,1.644313965,0.706861989,2,50
156,61525.66424,96,2.249101214,0.551314649,0.550258839,2,50
157,61525.66424,96,2.249101214,0.551314649,0.550258839,2,50
158,61525.66424,96,2.249101214,0.551314649,0.550258839,2,50
159,61525.66424,96,2.249101214,0.551314649,0.550258839,2,50
160,61525.66424,96,2.249101214,0.551314649,0.550258839,2,50
161,4912.06167,796,5.799668007,3.961419428,0.723075229,2,50
162,4912.06167,796,5.799668007,3.961419428,0.723075229,2,50
163,855.27979,58,8.289536873,0.747562675,0.696993061,2,50
164,855.27979,58,8.289536873,0.747562675,0.696993061,2,50
165,7080.839132,132,5.282956897,1.644313965,0.706861989,2,45
166,261.55615,34,19.9632745,2.358009325,0.652186364,2,40
167,7080.839132,132,5.282956897,1.644313965,0.706861989,2,35
168,7080.839132,132,5.282956897,1.644313965,0.706861989,2,45
169,855.27979,58,8.289536873,0.747562675,0.696993061,2,50
170,855.27979,58,8.289536873,0.747562675,0.696993061,2,45
171,855.27979,58,8.289536873,0.747562675,0.696993061,2,45
172,303.29667,48,19.32182315,0,0.706245181,2,35
173,301.66949,5,17.27561623,0,0.581605904,2,45
174,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
175,7080.839132,132,5.282956897,1.644313965,0.706861989,2,45
176,855.27979,58,8.289536873,0.747562675,0.696993061,2,50
177,303.29667,48,19.32182315,0,0.706245181,2,25
178,303.29667,48,19.32182315,0,0.706245181,2,45
179,7080.839132,132,5.282956897,1.644313965,0.706861989,2,45
180,7080.839132,132,5.282956897,1.644313965,0.706861989,2,45
181,855.27979,58,8.289536873,0.747562675,0.696993061,2,50
182,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
183,303.29667,48,19.32182315,0,0.706245181,3,45
184,7080.839132,132,5.282956897,1.644313965,0.706861989,2,50
185,4912.06167,796,5.799668007,3.961419428,0.723075229,2,50
186,303.29667,48,19.32182315,0,0.706245181,2,45
187,303.29667,48,19.32182315,0,0.706245181,2,45
188,303.29667,48,19.32182315,0,0.706245181,3,25
189,7080.839132,132,5.282956897,1.644313965,0.706861989,2,45
190,7080.839132,132,5.282956897,1.644313965,0.706861989,2,45
191,303.29667,48,19.32182315,0,0.706245181,2,45
192,7080.839132,132,5.282956897,1.644313965,0.706861989,2,45
193,7080.839132,132,5.282956897,1.644313965,0.706861989,2,35
194,7080.839132,132,5.282956897,1.644313965,0.706861989,2,45
195,261.55615,34,19.9632745,2.358009325,0.652186364,2,45
196,303.29667,48,19.32182315,0,0.706245181,2,25
197,303.29667,48,19.32182315,0,0.706245181,2,45
198,7080.839132,132,5.282956897,1.644313965,0.706861989,2,45
199,7080.839132,132,5.282956897,1.644313965,0.706861989,2,45
200,261.55615,34,19.9632745,2.358009325,0.652186364,2,45
201,261.55615,34,19.9632745,2.358009325,0.652186364,2,45
202,261.55615,34,19.9632745,2.358009325,0.652186364,2,45
203,261.55615,34,19.9632745,2.358009325,0.652186364,2,45
204,7080.839132,132,5.282956897,1.644313965,0.706861989,2,45
205,7080.839132,132,5.282956897,1.644313965,0.706861989,2,45
206,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
207,261.55615,34,19.9632745,2.358009325,0.652186364,2,45
208,7080.839132,132,5.282956897,1.644313965,0.706861989,2,45
209,7080.839132,132,5.282956897,1.644313965,0.706861989,2,45
210,261.55615,34,19.9632745,2.358009325,0.652186364,2,25
211,855.27979,58,8.289536873,0.747562675,0.696993061,2,50
212,7080.839132,132,5.282956897,1.644313965,0.706861989,2,45
213,855.27979,58,8.289536873,0.747562675,0.696993061,2,50
214,301.66949,5,17.27561623,0,0.581605904,2,45
215,855.27979,58,8.289536873,0.747562675,0.696993061,2,50
216,7080.839132,132,5.282956897,1.644313965,0.706861989,2,50
217,7080.839132,132,5.282956897,1.644313965,0.706861989,2,50
218,7080.839132,132,5.282956897,1.644313965,0.706861989,2,50
219,7080.839132,132,5.282956897,1.644313965,0.706861989,2,50
220,7080.839132,132,5.282956897,1.644313965,0.706861989,2,45
221,7080.839132,132,5.282956897,1.644313965,0.706861989,2,45
222,7080.839132,132,5.282956897,1.644313965,0.706861989,2,45
223,855.27979,58,8.289536873,0.747562675,0.696993061,2,50
224,7080.839132,132,5.282956897,1.644313965,0.706861989,2,50
225,855.27979,58,8.289536873,0.747562675,0.696993061,2,50
226,855.27979,58,8.289536873,0.747562675,0.696993061,2,50
227,855.27979,58,8.289536873,0.747562675,0.696993061,2,50
228,855.27979,58,8.289536873,0.747562675,0.696993061,2,50
229,7080.839132,132,5.282956897,1.644313965,0.706861989,2,45
230,855.27979,58,8.289536873,0.747562675,0.696993061,2,45
231,855.27979,58,8.289536873,0.747562675,0.696993061,3,50
232,7080.839132,132,5.282956897,1.644313965,0.706861989,2,45
233,855.27979,58,8.289536873,0.747562675,0.696993061,2,50
234,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
235,301.66949,5,17.27561623,0,0.581605904,2,45
236,7080.839132,132,5.282956897,1.644313965,0.706861989,2,50
237,7080.839132,132,5.282956897,1.644313965,0.706861989,2,45
238,855.27979,58,8.289536873,0.747562675,0.696993061,2,50
239,7080.839132,132,5.282956897,1.644313965,0.706861989,2,50
240,7080.839132,132,5.282956897,1.644313965,0.706861989,2,50
241,7080.839132,132,5.282956897,1.644313965,0.706861989,2,45
242,855.27979,58,8.289536873,0.747562675,0.696993061,2,45
243,855.27979,58,8.289536873,0.747562675,0.696993061,2,50
244,4912.06167,796,5.799668007,3.961419428,0.723075229,2,55
245,855.27979,58,8.289536873,0.747562675,0.696993061,2,50
246,7080.839132,132,5.282956897,1.644313965,0.706861989,2,45
247,301.66949,5,17.27561623,0,0.581605904,2,45
248,261.55615,34,19.9632745,2.358009325,0.652186364,2,45
249,855.27979,58,8.289536873,0.747562675,0.696993061,2,50
250,7080.839132,132,5.282956897,1.644313965,0.706861989,2,45
251,855.27979,58,8.289536873,0.747562675,0.696993061,2,50
252,7080.839132,132,5.282956897,1.644313965,0.706861989,2,45
253,7080.839132,132,5.282956897,1.644313965,0.706861989,3,25
254,7080.839132,132,5.282956897,1.644313965,0.706861989,3,25
255,7080.839132,132,5.282956897,1.644313965,0.706861989,3,25
256,7080.839132,132,5.282956897,1.644313965,0.706861989,3,25
257,7080.839132,132,5.282956897,1.644313965,0.706861989,3,25
258,7080.839132,132,5.282956897,1.644313965,0.706861989,3,25
259,7080.839132,132,5.282956897,1.644313965,0.706861989,3,35
260,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
261,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
262,7080.839132,132,5.282956897,1.644313965,0.706861989,2,45
263,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
264,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
265,7080.839132,132,5.282956897,1.644313965,0.706861989,3,25
266,7080.839132,132,5.282956897,1.644313965,0.706861989,2,45
267,7080.839132,132,5.282956897,1.644313965,0.706861989,3,25
268,7080.839132,132,5.282956897,1.644313965,0.706861989,3,25
269,7080.839132,132,5.282956897,1.644313965,0.706861989,1,25
270,7080.839132,132,5.282956897,1.644313965,0.706861989,1,25
271,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
272,7080.839132,132,5.282956897,1.644313965,0.706861989,2,45
273,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
274,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
275,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
276,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
277,7080.839132,132,5.282956897,1.644313965,0.706861989,3,25
278,7080.839132,132,5.282956897,1.644313965,0.706861989,3,25
279,7080.839132,132,5.282956897,1.644313965,0.706861989,2,45
280,7080.839132,132,5.282956897,1.644313965,0.706861989,3,25
281,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
282,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
283,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
284,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
285,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
286,7080.839132,132,5.282956897,1.644313965,0.706861989,3,35
287,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
288,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
289,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
290,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
291,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
292,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
293,7080.839132,132,5.282956897,1.644313965,0.706861989,3,25
294,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
295,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
296,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
297,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
298,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
299,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
300,7080.839132,132,5.282956897,1.644313965,0.706861989,2,35
301,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
302,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
303,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
304,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
305,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
306,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
307,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
308,7080.839132,132,5.282956897,1.644313965,0.706861989,2,45
309,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
310,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
311,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
312,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
313,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
314,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
315,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
316,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
317,7080.839132,132,5.282956897,1.644313965,0.706861989,2,35
318,7080.839132,132,5.282956897,1.644313965,0.706861989,3,35
319,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
320,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
321,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
322,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
323,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
324,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
325,7080.839132,132,5.282956897,1.644313965,0.706861989,3,35
326,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
327,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
328,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
329,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
330,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
331,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
332,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
333,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
334,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
335,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
336,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
337,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
338,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
339,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
340,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
341,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
342,7080.839132,132,5.282956897,1.644313965,0.706861989,3,35
343,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
344,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
345,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
346,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
347,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
348,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
349,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
350,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
351,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
352,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
353,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
354,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
355,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
356,7080.839132,132,5.282956897,1.644313965,0.706861989,2,50
357,7080.839132,132,5.282956897,1.644313965,0.706861989,2,50
358,7080.839132,132,5.282956897,1.644313965,0.706861989,2,50
359,7080.839132,132,5.282956897,1.644313965,0.706861989,2,50
360,7080.839132,132,5.282956897,1.644313965,0.706861989,2,50
361,7080.839132,132,5.282956897,1.644313965,0.706861989,2,50
362,7080.839132,132,5.282956897,1.644313965,0.706861989,2,50
363,7080.839132,132,5.282956897,1.644313965,0.706861989,2,50
364,7080.839132,132,5.282956897,1.644313965,0.706861989,2,50
365,7080.839132,132,5.282956897,1.644313965,0.706861989,2,50
366,7080.839132,132,5.282956897,1.644313965,0.706861989,2,50
367,7080.839132,132,5.282956897,1.644313965,0.706861989,2,55
368,7080.839132,132,5.282956897,1.644313965,0.706861989,2,50
369,303.29667,48,19.32182315,0,0.706245181,3,45
370,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
371,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
372,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
373,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
374,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
375,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
376,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
377,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
378,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
379,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
380,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
381,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
382,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
383,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
384,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
385,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
386,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
387,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
388,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
389,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
390,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
391,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
392,7080.839132,132,5.282956897,1.644313965,0.706861989,1,25
393,7080.839132,132,5.282956897,1.644313965,0.706861989,1,25
394,7080.839132,132,5.282956897,1.644313965,0.706861989,1,25
395,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
396,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
397,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
398,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
399,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
400,7080.839132,132,5.282956897,1.644313965,0.706861989,2,55
401,7080.839132,132,5.282956897,1.644313965,0.706861989,2,50
402,7080.839132,132,5.282956897,1.644313965,0.706861989,2,50
403,855.27979,58,8.289536873,0.747562675,0.696993061,3,50
404,855.27979,58,8.289536873,0.747562675,0.696993061,3,50
405,855.27979,58,8.289536873,0.747562675,0.696993061,3,50
406,855.27979,58,8.289536873,0.747562675,0.696993061,3,50
407,7080.839132,132,5.282956897,1.644313965,0.706861989,2,50
408,7080.839132,132,5.282956897,1.644313965,0.706861989,2,50
409,7080.839132,132,5.282956897,1.644313965,0.706861989,2,50
410,855.27979,58,8.289536873,0.747562675,0.696993061,2,50
411,7080.839132,132,5.282956897,1.644313965,0.706861989,2,50
412,7080.839132,132,5.282956897,1.644313965,0.706861989,2,50
413,7080.839132,132,5.282956897,1.644313965,0.706861989,2,50
414,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
415,7080.839132,132,5.282956897,1.644313965,0.706861989,2,25
416,7080.839132,132,5.282956897,1.644313965,0.706861989,2,50
417,7080.839132,132,5.282956897,1.644313965,0.706861989,2,50
418,7080.839132,132,5.282956897,1.644313965,0.706861989,2,50
419,7080.839132,132,5.282956897,1.644313965,0.706861989,2,50
420,7080.839132,132,5.282956897,1.644313965,0.706861989,2,50
421,7080.839132,132,5.282956897,1.644313965,0.706861989,2,50
422,7080.839132,132,5.282956897,1.644313965,0.706861989,2,50
423,7080.839132,132,5.282956897,1.644313965,0.706861989,2,50
424,7080.839132,132,5.282956897,1.644313965,0.706861989,2,45
425,7080.839132,132,5.282956897,1.644313965,0.706861989,2,50
426,7080.839132,132,5.282956897,1.644313965,0.706861989,2,50
427,7080.839132,132,5.282956897,1.644313965,0.706861989,2,50
428,7080.839132,132,5.282956897,1.644313965,0.706861989,2,50
429,7080.839132,132,5.282956897,1.644313965,0.706861989,2,50
430,7080.839132,132,5.282956897,1.644313965,0.706861989,2,50
431,7080.839132,132,5.282956897,1.644313965,0.706861989,2,55
432,7080.839132,132,5.282956897,1.644313965,0.706861989,2,55
433,855.27979,58,8.289536873,0.747562675,0.696993061,2,45
434,7080.839132,132,5.282956897,1.644313965,0.706861989,2,45
435,7080.839132,132,5.282956897,1.644313965,0.706861989,2,45
436,7080.839132,132,5.282956897,1.644313965,0.706861989,2,45
437,7080.839132,132,5.282956897,1.644313965,0.706861989,2,50
438,7080.839132,132,5.282956897,1.644313965,0.706861989,2,50
439,7080.839132,132,5.282956897,1.644313965,0.706861989,2,50
