TARGET_FID,Number_of_lanes,"Population,_2018","Households_(occupied_housing_units),_2018","Percent_of_zero-car_households_in_CBG,_2018","Total_employment,_2017"
2089,1,2675,1006,0.015904573,2428
2090,1,2675,1006,0.015904573,2428
2091,2,2675,1006,0.015904573,2428
2092,2,2675,1006,0.015904573,2428
2093,2,2675,1006,0.015904573,2428
2094,2,2675,1006,0.015904573,2428
2095,2,2675,1006,0.015904573,2428
2096,2,2675,1006,0.015904573,2428
2097,2,2675,1006,0.015904573,2428
2098,2,2675,1006,0.015904573,2428
2099,2,2675,1006,0.015904573,2428
2100,2,2675,1006,0.015904573,2428
2101,2,2675,1006,0.015904573,2428
2102,2,2675,1006,0.015904573,2428
2103,2,2675,1006,0.015904573,2428
2104,2,2675,1006,0.015904573,2428
2105,2,2675,1006,0.015904573,2428
2106,2,2675,1006,0.015904573,2428
2107,2,2675,1006,0.015904573,2428
2108,2,1872,700,0.011428571,1585
2109,2,2675,1006,0.015904573,2428
2110,2,2675,1006,0.015904573,2428
2111,2,2675,1006,0.015904573,2428
2112,2,2675,1006,0.015904573,2428
2113,2,2675,1006,0.015904573,2428
2114,2,2675,1006,0.015904573,2428
2115,2,2675,1006,0.015904573,2428
2116,2,2675,1006,0.015904573,2428
2117,2,2675,1006,0.015904573,2428
2118,2,2675,1006,0.015904573,2428
2119,2,2675,1006,0.015904573,2428
2120,2,2675,1006,0.015904573,2428
2121,2,2675,1006,0.015904573,2428
2122,2,2675,1006,0.015904573,2428
2123,2,2675,1006,0.015904573,2428
2124,2,2675,1006,0.015904573,2428
2125,2,2675,1006,0.015904573,2428
2126,2,2675,1006,0.015904573,2428
2127,2,2675,1006,0.015904573,2428
2128,2,2675,1006,0.015904573,2428
2129,2,2675,1006,0.015904573,2428
2130,2,2675,1006,0.015904573,2428
2131,2,2675,1006,0.015904573,2428
2132,2,2675,1006,0.015904573,2428
2133,2,2675,1006,0.015904573,2428
2134,2,2675,1006,0.015904573,2428
2135,2,2675,1006,0.015904573,2428
2136,2,2675,1006,0.015904573,2428
2137,2,2675,1006,0.015904573,2428
2138,2,2675,1006,0.015904573,2428
2139,2,2675,1006,0.015904573,2428
2140,2,2675,1006,0.015904573,2428
2141,2,2675,1006,0.015904573,2428
2142,2,2675,1006,0.015904573,2428
2143,2,2675,1006,0.015904573,2428
2144,2,2675,1006,0.015904573,2428
2145,2,2675,1006,0.015904573,2428
2146,2,2675,1006,0.015904573,2428
2147,2,2675,1006,0.015904573,2428
2148,2,2675,1006,0.015904573,2428
2149,2,2675,1006,0.015904573,2428
2150,2,2675,1006,0.015904573,2428
2151,2,2675,1006,0.015904573,2428
2152,2,2675,1006,0.015904573,2428
2153,2,2675,1006,0.015904573,2428
2154,2,2675,1006,0.015904573,2428
2155,2,2675,1006,0.015904573,2428
2156,2,2675,1006,0.015904573,2428
2157,2,2675,1006,0.015904573,2428
2158,2,2675,1006,0.015904573,2428
2159,2,2675,1006,0.015904573,2428
2160,2,2675,1006,0.015904573,2428
2161,2,2675,1006,0.015904573,2428
2162,2,2675,1006,0.015904573,2428
2163,2,2675,1006,0.015904573,2428
2164,2,1384,528,0,245
2165,2,1872,700,0.011428571,1585
2166,2,1872,700,0.011428571,1585
2167,2,1872,700,0.011428571,1585
2168,2,2675,1006,0.015904573,2428
2169,2,2675,1006,0.015904573,2428
2170,2,1502,609,0,39
2171,2,2675,1006,0.015904573,2428
2172,2,1655,626,0.028753994,853
2173,2,1655,626,0.028753994,853
2174,2,1655,626,0.028753994,853
2175,2,1655,626,0.028753994,853
2176,5,2675,1006,0.015904573,2428
2177,5,2675,1006,0.015904573,2428
2178,5,2675,1006,0.015904573,2428
2179,5,2675,1006,0.015904573,2428
2180,5,2675,1006,0.015904573,2428
2181,5,2675,1006,0.015904573,2428
2182,2,2675,1006,0.015904573,2428
2183,2,2675,1006,0.015904573,2428
2184,2,2675,1006,0.015904573,2428
2185,2,2675,1006,0.015904573,2428
2186,4,2675,1006,0.015904573,2428
2187,5,2675,1006,0.015904573,2428
2188,5,2675,1006,0.015904573,2428
2189,5,2675,1006,0.015904573,2428
2190,5,2675,1006,0.015904573,2428
2191,5,2675,1006,0.015904573,2428
2192,5,2675,1006,0.015904573,2428
2193,2,2675,1006,0.015904573,2428
2194,2,2675,1006,0.015904573,2428
2195,2,2675,1006,0.015904573,2428
2196,2,2675,1006,0.015904573,2428
2197,2,2675,1006,0.015904573,2428
2198,2,2675,1006,0.015904573,2428
2199,2,2675,1006,0.015904573,2428
2200,2,2420,941,0,80
2201,2,2675,1006,0.015904573,2428
2202,2,2994,1395,0.170609319,660
2203,2,2994,1395,0.170609319,660
2204,2,2675,1006,0.015904573,2428
2205,2,2675,1006,0.015904573,2428
2206,2,2675,1006,0.015904573,2428
2207,2,2675,1006,0.015904573,2428
2208,2,2675,1006,0.015904573,2428
2209,2,2675,1006,0.015904573,2428
2210,2,2675,1006,0.015904573,2428
2211,2,2675,1006,0.015904573,2428
2212,2,2675,1006,0.015904573,2428
2213,2,2675,1006,0.015904573,2428
2214,2,2675,1006,0.015904573,2428
2215,2,2675,1006,0.015904573,2428
2216,2,2675,1006,0.015904573,2428
2217,2,2675,1006,0.015904573,2428
2218,2,2675,1006,0.015904573,2428
2219,1,2675,1006,0.015904573,2428
2220,1,2675,1006,0.015904573,2428
2221,1,2675,1006,0.015904573,2428
2222,2,2675,1006,0.015904573,2428
2223,2,2675,1006,0.015904573,2428
2224,1,2675,1006,0.015904573,2428
2225,2,2675,1006,0.015904573,2428
2226,2,2675,1006,0.015904573,2428
2227,2,2675,1006,0.015904573,2428
2228,2,2675,1006,0.015904573,2428
2229,2,2675,1006,0.015904573,2428
2230,2,2675,1006,0.015904573,2428
2231,2,2675,1006,0.015904573,2428
2232,2,2675,1006,0.015904573,2428
2233,2,2675,1006,0.015904573,2428
2234,2,2675,1006,0.015904573,2428
2235,2,2675,1006,0.015904573,2428
2236,2,2675,1006,0.015904573,2428
2237,2,2675,1006,0.015904573,2428
2238,2,2675,1006,0.015904573,2428
2239,2,2675,1006,0.015904573,2428
2240,2,2675,1006,0.015904573,2428
2241,2,2675,1006,0.015904573,2428
2242,2,2675,1006,0.015904573,2428
2243,2,2675,1006,0.015904573,2428
2244,2,2675,1006,0.015904573,2428
2245,2,1655,626,0.028753994,853
2246,2,2675,1006,0.015904573,2428
2247,5,2675,1006,0.015904573,2428
2248,2,2675,1006,0.015904573,2428
2249,2,2675,1006,0.015904573,2428
2250,2,2675,1006,0.015904573,2428
2251,2,2675,1006,0.015904573,2428
2252,2,2675,1006,0.015904573,2428
2253,2,2420,941,0,80
2254,2,2675,1006,0.015904573,2428
2255,2,2675,1006,0.015904573,2428
2256,2,2675,1006,0.015904573,2428
2257,2,2675,1006,0.015904573,2428
2258,2,2675,1006,0.015904573,2428
2259,3,2675,1006,0.015904573,2428
2260,3,2675,1006,0.015904573,2428
2261,2,2675,1006,0.015904573,2428
2262,2,2675,1006,0.015904573,2428
2263,2,2675,1006,0.015904573,2428
2264,2,2675,1006,0.015904573,2428
2265,2,2675,1006,0.015904573,2428
2266,2,2675,1006,0.015904573,2428
2267,2,2675,1006,0.015904573,2428
2268,1,2675,1006,0.015904573,2428
2269,1,2675,1006,0.015904573,2428
2270,2,2675,1006,0.015904573,2428
2271,2,2675,1006,0.015904573,2428
2272,2,5292,1874,0.004268943,2311
2273,2,5292,1874,0.004268943,2311
2274,2,5292,1874,0.004268943,2311
2275,2,5292,1874,0.004268943,2311
2276,2,2675,1006,0.015904573,2428
2277,2,2675,1006,0.015904573,2428
2278,2,2675,1006,0.015904573,2428
2279,2,2675,1006,0.015904573,2428
2280,2,2675,1006,0.015904573,2428
2281,2,2675,1006,0.015904573,2428
2282,2,2675,1006,0.015904573,2428
2283,2,2675,1006,0.015904573,2428
2284,2,2675,1006,0.015904573,2428
2285,2,5292,1874,0.004268943,2311
2286,2,5292,1874,0.004268943,2311
2287,2,5292,1874,0.004268943,2311
2288,2,5292,1874,0.004268943,2311
2289,2,5292,1874,0.004268943,2311
2290,2,5292,1874,0.004268943,2311
2291,2,5292,1874,0.004268943,2311
2292,2,5292,1874,0.004268943,2311
2293,2,5292,1874,0.004268943,2311
2294,2,5292,1874,0.004268943,2311
2295,2,5292,1874,0.004268943,2311
2296,2,5292,1874,0.004268943,2311
2297,2,5292,1874,0.004268943,2311
2298,2,5292,1874,0.004268943,2311
2299,2,5292,1874,0.004268943,2311
2300,2,2675,1006,0.015904573,2428
2301,2,5292,1874,0.004268943,2311
2302,2,5292,1874,0.004268943,2311
2303,2,5292,1874,0.004268943,2311
2304,2,5292,1874,0.004268943,2311
2305,2,5292,1874,0.004268943,2311
2306,2,5292,1874,0.004268943,2311
2307,2,5292,1874,0.004268943,2311
2308,2,5292,1874,0.004268943,2311
2309,2,5292,1874,0.004268943,2311
2310,2,5292,1874,0.004268943,2311
2311,2,5292,1874,0.004268943,2311
2312,2,5292,1874,0.004268943,2311
2313,2,5292,1874,0.004268943,2311
2314,2,5292,1874,0.004268943,2311
2315,2,5292,1874,0.004268943,2311
2316,2,5292,1874,0.004268943,2311
2317,2,5292,1874,0.004268943,2311
2318,2,5292,1874,0.004268943,2311
2319,2,5292,1874,0.004268943,2311
2320,2,5292,1874,0.004268943,2311
2321,2,5292,1874,0.004268943,2311
2322,2,5292,1874,0.004268943,2311
2323,2,5292,1874,0.004268943,2311
2324,2,2675,1006,0.015904573,2428
2325,2,5292,1874,0.004268943,2311
2326,2,5292,1874,0.004268943,2311
2327,2,5292,1874,0.004268943,2311
2328,2,5292,1874,0.004268943,2311
2329,2,5292,1874,0.004268943,2311
2330,2,5292,1874,0.004268943,2311
2331,2,5292,1874,0.004268943,2311
2332,2,5292,1874,0.004268943,2311
2333,2,5292,1874,0.004268943,2311
2334,2,5292,1874,0.004268943,2311
2335,2,5292,1874,0.004268943,2311
2336,2,5292,1874,0.004268943,2311
2337,2,5292,1874,0.004268943,2311
2338,2,5292,1874,0.004268943,2311
2339,2,5292,1874,0.004268943,2311
2340,2,5292,1874,0.004268943,2311
2341,2,5292,1874,0.004268943,2311
2342,2,5292,1874,0.004268943,2311
2343,2,5292,1874,0.004268943,2311
2344,2,5292,1874,0.004268943,2311
2345,2,5292,1874,0.004268943,2311
2346,2,5292,1874,0.004268943,2311
2347,2,5292,1874,0.004268943,2311
2348,2,5292,1874,0.004268943,2311
2349,2,5292,1874,0.004268943,2311
2350,2,5292,1874,0.004268943,2311
2351,2,5292,1874,0.004268943,2311
2352,3,5292,1874,0.004268943,2311
2353,2,5292,1874,0.004268943,2311
2354,2,5292,1874,0.004268943,2311
2355,2,5292,1874,0.004268943,2311
2356,2,5292,1874,0.004268943,2311
2357,2,5292,1874,0.004268943,2311
2358,2,2614,989,0.006066734,680
2359,2,5292,1874,0.004268943,2311
2360,2,5292,1874,0.004268943,2311
2361,2,5292,1874,0.004268943,2311
2362,2,5292,1874,0.004268943,2311
2363,1,5292,1874,0.004268943,2311
2364,2,5292,1874,0.004268943,2311
2365,2,5292,1874,0.004268943,2311
2366,2,5292,1874,0.004268943,2311
2367,2,5292,1874,0.004268943,2311
2368,2,5292,1874,0.004268943,2311
2369,2,5292,1874,0.004268943,2311
2370,2,5292,1874,0.004268943,2311
2371,2,5292,1874,0.004268943,2311
2372,2,5292,1874,0.004268943,2311
2373,2,5292,1874,0.004268943,2311
2374,2,5292,1874,0.004268943,2311
2375,2,5292,1874,0.004268943,2311
2376,2,5292,1874,0.004268943,2311
2377,2,5292,1874,0.004268943,2311
2378,2,5292,1874,0.004268943,2311
2379,2,5292,1874,0.004268943,2311
2380,2,5292,1874,0.004268943,2311
2381,2,5292,1874,0.004268943,2311
2382,2,5292,1874,0.004268943,2311
2383,2,5292,1874,0.004268943,2311
2384,2,5292,1874,0.004268943,2311
2385,2,5292,1874,0.004268943,2311
2386,2,5292,1874,0.004268943,2311
2387,2,5292,1874,0.004268943,2311
2388,2,5292,1874,0.004268943,2311
2389,2,5292,1874,0.004268943,2311
2390,2,5292,1874,0.004268943,2311
2391,2,5292,1874,0.004268943,2311
2392,2,5292,1874,0.004268943,2311
2393,2,5292,1874,0.004268943,2311
2394,2,2675,1006,0.015904573,2428
2395,2,2675,1006,0.015904573,2428
2396,2,2675,1006,0.015904573,2428
2397,2,2675,1006,0.015904573,2428
2398,2,2675,1006,0.015904573,2428
2399,2,2675,1006,0.015904573,2428
2400,2,2420,941,0,80
2401,2,2420,941,0,80
2402,2,2675,1006,0.015904573,2428
2403,2,2675,1006,0.015904573,2428
2404,2,5292,1874,0.004268943,2311
2405,2,5292,1874,0.004268943,2311
2406,2,5292,1874,0.004268943,2311
2407,2,5292,1874,0.004268943,2311
2408,2,5292,1874,0.004268943,2311
2409,2,5292,1874,0.004268943,2311
2410,2,5292,1874,0.004268943,2311
2411,2,5292,1874,0.004268943,2311
2412,2,5292,1874,0.004268943,2311
2413,2,5292,1874,0.004268943,2311
2414,2,5292,1874,0.004268943,2311
2415,2,5292,1874,0.004268943,2311
2416,2,5292,1874,0.004268943,2311
2417,2,5292,1874,0.004268943,2311
2418,1,2675,1006,0.015904573,2428
2419,1,5292,1874,0.004268943,2311
2420,1,5292,1874,0.004268943,2311
2421,3,5292,1874,0.004268943,2311
2422,3,5292,1874,0.004268943,2311
2423,3,5292,1874,0.004268943,2311
2424,2,5292,1874,0.004268943,2311
2425,2,5292,1874,0.004268943,2311
2426,2,5292,1874,0.004268943,2311
2427,3,5292,1874,0.004268943,2311
2428,3,5292,1874,0.004268943,2311
2429,2,5292,1874,0.004268943,2311
2430,3,5292,1874,0.004268943,2311
2431,3,5292,1874,0.004268943,2311
2432,2,5292,1874,0.004268943,2311
2433,3,5292,1874,0.004268943,2311
2434,2,5292,1874,0.004268943,2311
2435,3,5292,1874,0.004268943,2311
2436,3,5292,1874,0.004268943,2311
2437,2,2420,941,0,80
2438,2,2675,1006,0.015904573,2428
2439,2,2675,1006,0.015904573,2428
2440,2,2675,1006,0.015904573,2428
2441,2,2675,1006,0.015904573,2428
2442,1,2994,1395,0.170609319,660
2443,2,2420,941,0,80
2444,2,5292,1874,0.004268943,2311
2445,2,5292,1874,0.004268943,2311
2446,2,5292,1874,0.004268943,2311
2447,2,5292,1874,0.004268943,2311
2448,2,5292,1874,0.004268943,2311
2449,2,5292,1874,0.004268943,2311
2450,2,5292,1874,0.004268943,2311
2451,2,5292,1874,0.004268943,2311
2452,2,5292,1874,0.004268943,2311
2453,2,5292,1874,0.004268943,2311
2454,2,5292,1874,0.004268943,2311
2455,2,5292,1874,0.004268943,2311
2456,2,5292,1874,0.004268943,2311
2457,2,5292,1874,0.004268943,2311
2458,2,5292,1874,0.004268943,2311
2459,2,5292,1874,0.004268943,2311
2460,2,5292,1874,0.004268943,2311
2461,2,5292,1874,0.004268943,2311
2462,2,5292,1874,0.004268943,2311
2463,2,5292,1874,0.004268943,2311
2464,2,5292,1874,0.004268943,2311
2465,2,5292,1874,0.004268943,2311
2466,2,5292,1874,0.004268943,2311
2467,2,5292,1874,0.004268943,2311
2468,2,5292,1874,0.004268943,2311
2469,2,5292,1874,0.004268943,2311
2470,2,5292,1874,0.004268943,2311
2471,2,5292,1874,0.004268943,2311
2472,2,5292,1874,0.004268943,2311
2473,2,5292,1874,0.004268943,2311
2474,2,5292,1874,0.004268943,2311
2475,2,5292,1874,0.004268943,2311
2476,2,5292,1874,0.004268943,2311
2477,2,5292,1874,0.004268943,2311
2478,2,5292,1874,0.004268943,2311
2479,2,5292,1874,0.004268943,2311
2480,2,5292,1874,0.004268943,2311
2481,2,5292,1874,0.004268943,2311
2482,2,5292,1874,0.004268943,2311
2483,2,5292,1874,0.004268943,2311
2484,2,5292,1874,0.004268943,2311
2485,2,5292,1874,0.004268943,2311
2486,2,5292,1874,0.004268943,2311
2487,1,2675,1006,0.015904573,2428
2488,2,5292,1874,0.004268943,2311
2489,2,5292,1874,0.004268943,2311
2490,2,5292,1874,0.004268943,2311
2491,2,5292,1874,0.004268943,2311
2492,2,5292,1874,0.004268943,2311
2493,2,5292,1874,0.004268943,2311
2494,2,5292,1874,0.004268943,2311
2495,2,5292,1874,0.004268943,2311
2496,1,2675,1006,0.015904573,2428
2497,2,2675,1006,0.015904573,2428
2498,2,2675,1006,0.015904573,2428
2499,2,2675,1006,0.015904573,2428
2500,2,5292,1874,0.004268943,2311
2501,2,5292,1874,0.004268943,2311
2502,2,5292,1874,0.004268943,2311
2503,2,5292,1874,0.004268943,2311
2504,2,5292,1874,0.004268943,2311
2505,2,5292,1874,0.004268943,2311
2506,2,5292,1874,0.004268943,2311
2507,2,5292,1874,0.004268943,2311
2508,2,5292,1874,0.004268943,2311
2509,2,5292,1874,0.004268943,2311
2510,2,5292,1874,0.004268943,2311
2511,2,5292,1874,0.004268943,2311
2512,2,2675,1006,0.015904573,2428
2513,2,2675,1006,0.015904573,2428
2514,2,2675,1006,0.015904573,2428
2515,2,2675,1006,0.015904573,2428
2516,2,2675,1006,0.015904573,2428
2517,2,2675,1006,0.015904573,2428
2518,2,2675,1006,0.015904573,2428
2519,2,2675,1006,0.015904573,2428
2520,2,2675,1006,0.015904573,2428
2521,2,2675,1006,0.015904573,2428
2522,2,2675,1006,0.015904573,2428
2523,2,2675,1006,0.015904573,2428
2524,2,2675,1006,0.015904573,2428
2525,2,2675,1006,0.015904573,2428
2526,2,2675,1006,0.015904573,2428
2527,2,2675,1006,0.015904573,2428
2528,2,5292,1874,0.004268943,2311
2529,2,5292,1874,0.004268943,2311
2530,2,2675,1006,0.015904573,2428
2531,2,5292,1874,0.004268943,2311
2532,2,5292,1874,0.004268943,2311
2533,2,5292,1874,0.004268943,2311
2534,2,5292,1874,0.004268943,2311
2535,2,5292,1874,0.004268943,2311
2536,2,2675,1006,0.015904573,2428
2537,2,2675,1006,0.015904573,2428
2538,2,5292,1874,0.004268943,2311
2539,2,5292,1874,0.004268943,2311
2540,2,5292,1874,0.004268943,2311
2541,2,5292,1874,0.004268943,2311
2542,2,5292,1874,0.004268943,2311
2543,2,5292,1874,0.004268943,2311
2544,2,5292,1874,0.004268943,2311
2545,2,5292,1874,0.004268943,2311
2546,2,5292,1874,0.004268943,2311
2547,2,2675,1006,0.015904573,2428
2548,2,5292,1874,0.004268943,2311
2549,2,5292,1874,0.004268943,2311
2550,2,5292,1874,0.004268943,2311
2551,2,5292,1874,0.004268943,2311
2552,1,5292,1874,0.004268943,2311
2553,2,2675,1006,0.015904573,2428
2554,2,2675,1006,0.015904573,2428
2555,2,2675,1006,0.015904573,2428
2556,2,4443,1813,0.036955323,791
2557,2,2614,989,0.006066734,680
2558,2,5292,1874,0.004268943,2311
2559,2,5292,1874,0.004268943,2311
2560,2,5292,1874,0.004268943,2311
2561,2,5292,1874,0.004268943,2311
2562,2,5292,1874,0.004268943,2311
2563,1,5292,1874,0.004268943,2311
2564,2,5292,1874,0.004268943,2311
2565,2,5292,1874,0.004268943,2311
2566,2,5292,1874,0.004268943,2311
2567,2,5292,1874,0.004268943,2311
2568,2,5292,1874,0.004268943,2311
2569,1,5292,1874,0.004268943,2311
2570,1,5292,1874,0.004268943,2311
2571,2,5292,1874,0.004268943,2311
2572,2,5292,1874,0.004268943,2311
2573,1,2675,1006,0.015904573,2428
2574,1,5292,1874,0.004268943,2311
2575,2,2675,1006,0.015904573,2428
2576,2,5292,1874,0.004268943,2311
2577,2,5292,1874,0.004268943,2311
2578,2,5292,1874,0.004268943,2311
2579,2,5292,1874,0.004268943,2311
2580,2,5292,1874,0.004268943,2311
2581,2,5292,1874,0.004268943,2311
2582,2,2675,1006,0.015904573,2428
2583,2,2675,1006,0.015904573,2428
2584,2,2675,1006,0.015904573,2428
2585,2,2675,1006,0.015904573,2428
2586,2,5292,1874,0.004268943,2311
2587,2,5292,1874,0.004268943,2311
2588,2,5292,1874,0.004268943,2311
2589,2,5292,1874,0.004268943,2311
2590,2,5292,1874,0.004268943,2311
2591,2,5292,1874,0.004268943,2311
2592,2,5292,1874,0.004268943,2311
2593,2,5292,1874,0.004268943,2311
2594,2,5292,1874,0.004268943,2311
2595,2,5292,1874,0.004268943,2311
2596,2,5292,1874,0.004268943,2311
2597,2,5292,1874,0.004268943,2311
2598,2,5292,1874,0.004268943,2311
2599,2,5292,1874,0.004268943,2311
2600,2,5292,1874,0.004268943,2311
2601,2,5292,1874,0.004268943,2311
2602,2,5292,1874,0.004268943,2311
2603,2,5292,1874,0.004268943,2311
2604,2,5292,1874,0.004268943,2311
2605,2,5292,1874,0.004268943,2311
2606,2,5292,1874,0.004268943,2311
2607,1,5292,1874,0.004268943,2311
2608,2,5292,1874,0.004268943,2311
2609,2,5292,1874,0.004268943,2311
2610,2,5292,1874,0.004268943,2311
2611,2,5292,1874,0.004268943,2311
2612,2,5292,1874,0.004268943,2311
2613,1,5292,1874,0.004268943,2311
2614,2,5292,1874,0.004268943,2311
2615,2,2675,1006,0.015904573,2428
2616,2,2675,1006,0.015904573,2428
2617,2,2675,1006,0.015904573,2428
2618,2,2675,1006,0.015904573,2428
2619,2,2675,1006,0.015904573,2428
2620,2,2675,1006,0.015904573,2428
2621,2,2675,1006,0.015904573,2428
2622,2,2675,1006,0.015904573,2428
2623,2,2675,1006,0.015904573,2428
2624,2,2675,1006,0.015904573,2428
2625,2,2675,1006,0.015904573,2428
2626,2,2675,1006,0.015904573,2428
2627,2,2675,1006,0.015904573,2428
2628,2,2675,1006,0.015904573,2428
2629,2,2675,1006,0.015904573,2428
2630,2,2675,1006,0.015904573,2428
2631,2,2675,1006,0.015904573,2428
2632,2,2675,1006,0.015904573,2428
2633,2,2675,1006,0.015904573,2428
2634,2,5292,1874,0.004268943,2311
2635,2,5292,1874,0.004268943,2311
2636,2,5292,1874,0.004268943,2311
2637,2,2675,1006,0.015904573,2428
2638,2,5292,1874,0.004268943,2311
2639,2,5292,1874,0.004268943,2311
2640,2,5292,1874,0.004268943,2311
2641,2,5292,1874,0.004268943,2311
2642,2,2675,1006,0.015904573,2428
2643,2,2675,1006,0.015904573,2428
2644,2,5292,1874,0.004268943,2311
2645,2,5292,1874,0.004268943,2311
2646,2,2675,1006,0.015904573,2428
2647,2,2675,1006,0.015904573,2428
2648,2,2675,1006,0.015904573,2428
2649,2,2675,1006,0.015904573,2428
2650,2,2675,1006,0.015904573,2428
2651,2,2675,1006,0.015904573,2428
2652,2,5292,1874,0.004268943,2311
2653,2,2675,1006,0.015904573,2428
2654,2,2675,1006,0.015904573,2428
2655,2,2675,1006,0.015904573,2428
2656,2,2675,1006,0.015904573,2428
2657,2,2675,1006,0.015904573,2428
2658,2,5292,1874,0.004268943,2311
2659,2,2675,1006,0.015904573,2428
2660,2,2675,1006,0.015904573,2428
2661,2,2675,1006,0.015904573,2428
2662,2,2675,1006,0.015904573,2428
2663,2,2675,1006,0.015904573,2428
2664,2,2675,1006,0.015904573,2428
2665,2,2675,1006,0.015904573,2428
2666,2,2675,1006,0.015904573,2428
2667,2,5292,1874,0.004268943,2311
2668,2,5292,1874,0.004268943,2311
2669,2,2420,941,0,80
2670,2,2675,1006,0.015904573,2428
2671,2,2675,1006,0.015904573,2428
2672,2,5292,1874,0.004268943,2311
2673,2,5292,1874,0.004268943,2311
2674,2,5292,1874,0.004268943,2311
2675,2,5292,1874,0.004268943,2311
2676,2,5292,1874,0.004268943,2311
2677,2,5292,1874,0.004268943,2311
2678,2,5292,1874,0.004268943,2311
2679,2,5292,1874,0.004268943,2311
2680,2,5292,1874,0.004268943,2311
2681,2,5292,1874,0.004268943,2311
2682,2,5292,1874,0.004268943,2311
2683,2,5292,1874,0.004268943,2311
2684,2,5292,1874,0.004268943,2311
2685,2,2675,1006,0.015904573,2428
2686,2,2675,1006,0.015904573,2428
2687,2,2675,1006,0.015904573,2428
2688,2,2675,1006,0.015904573,2428
2689,2,2675,1006,0.015904573,2428
2690,2,5292,1874,0.004268943,2311
2691,2,5292,1874,0.004268943,2311
2692,2,5292,1874,0.004268943,2311
2693,2,5292,1874,0.004268943,2311
2694,2,5292,1874,0.004268943,2311
2695,2,2675,1006,0.015904573,2428
2696,2,2675,1006,0.015904573,2428
2697,1,5292,1874,0.004268943,2311
2698,1,5292,1874,0.004268943,2311
2699,1,5292,1874,0.004268943,2311
2700,1,5292,1874,0.004268943,2311
2701,1,5292,1874,0.004268943,2311
2702,1,5292,1874,0.004268943,2311
2703,1,5292,1874,0.004268943,2311
2704,1,5292,1874,0.004268943,2311
2705,1,5292,1874,0.004268943,2311
2706,2,2675,1006,0.015904573,2428
2707,2,2675,1006,0.015904573,2428
2708,2,2675,1006,0.015904573,2428
2709,2,2675,1006,0.015904573,2428
2710,2,2675,1006,0.015904573,2428
2711,2,2675,1006,0.015904573,2428
2712,2,2675,1006,0.015904573,2428
2713,1,2675,1006,0.015904573,2428
2714,1,2675,1006,0.015904573,2428
2715,1,2675,1006,0.015904573,2428
2716,2,2675,1006,0.015904573,2428
2717,2,2675,1006,0.015904573,2428
2718,2,2675,1006,0.015904573,2428
2719,1,2675,1006,0.015904573,2428
2720,2,2675,1006,0.015904573,2428
2721,2,5292,1874,0.004268943,2311
2722,2,2614,989,0.006066734,680
